"","PROBEID","ACCNUM","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"204966_at","204966_at","NM_001703","BAI2","576",NA,-1.04905888453177,5.61477826139716,-1.59385263767283,0.172873085037257,0.99447233823876,-4.55946404594406
"214226_at","214226_at","AA528252","PRSS53","339105","serine protease 53",0.554976658292212,6.53128604219786,1.5938408843926,0.172875685239342,0.99447233823876,-4.55946475985853
"211592_s_at","211592_s_at","L29536","CACNA1C","775","calcium voltage-gated channel subunit alpha1 C",-0.726416317023574,2.41108089816518,-1.59336640534989,0.172980687477585,0.99447233823876,-4.55949358198451
"212237_at","212237_at","N64780","ASXL1","171023","ASXL transcriptional regulator 1",0.488446407243757,8.13514900327406,1.5931392223099,0.173030985402573,0.99447233823876,-4.5595073831716
"219899_x_at","219899_x_at","NM_014434","NDOR1","27158","NADPH dependent diflavin oxidoreductase 1",-0.565796325250655,4.861526732446,-1.59304324336037,0.173052239314404,0.99447233823876,-4.55951321401065
"203800_s_at","203800_s_at","BG254653","MRPS14","63931","mitochondrial ribosomal protein S14",-0.531642448397871,8.83555029468693,-1.59294889391539,0.173073134896958,0.99447233823876,-4.55951894596815
"56748_at","56748_at","X90539","TRIM10","10107","tripartite motif containing 10",-0.533906894137833,5.61800565094019,-1.59293038854008,0.173077233576963,0.99447233823876,-4.55952007022768
"213068_at","213068_at","AI146848","DPT","1805","dermatopontin",0.534177294015319,6.57090994766938,1.59283863873469,0.17309755628301,0.99447233823876,-4.55952564437939
"208908_s_at","208908_s_at","AF327443","CAST","831","calpastatin",-0.717687221109297,7.81411429420907,-1.5927850398767,0.173109429593408,0.99447233823876,-4.55952890076402
"208669_s_at","208669_s_at","AF109873","EID1","23741","EP300 interacting inhibitor of differentiation 1",-0.509839791825376,9.19762278571858,-1.59249114483376,0.173174548026336,0.99447233823876,-4.55954675692196
"211106_at","211106_at","AF064804","SUPT3H","8464","SPT3 homolog, SAGA and STAGA complex component",0.70483404604366,5.80500714702052,1.59248823932582,0.17317519192158,0.99447233823876,-4.55954693345709
"205876_at","205876_at","NM_002310","LIFR","3977","LIF receptor subunit alpha",-0.49047477402562,5.46360493001456,-1.59212403109026,0.173255923545548,0.99447233823876,-4.55956906314556
"200894_s_at","200894_s_at","AA894574","FKBP4","2288","FKBP prolyl isomerase 4",1.21704601879414,5.94787341127395,1.59194586394594,0.173295430214901,0.99447233823876,-4.559579889381
"211378_x_at","211378_x_at","BC001224","LOC101060363 /// PPIA","5478 /// 101060363",NA,0.613597122638009,10.7729314049951,1.59175279291865,0.173338251707468,0.99447233823876,-4.55959162169247
"201349_at","201349_at","NM_004252","SLC9A3R1","9368","SLC9A3 regulator 1",-0.551265945495867,6.71994854352643,-1.59160999730784,0.173369929268372,0.99447233823876,-4.55960029922743
"202339_at","202339_at","NM_004819","SYMPK","8189","symplekin",-0.525100686130667,3.34260967399381,-1.59081372207337,0.173546678617619,0.99447233823876,-4.55964869269265
"205178_s_at","205178_s_at","NM_006910","RBBP6","5930","RB binding protein 6, ubiquitin ligase",0.527799915255561,7.17468015710695,1.59074753136025,0.173561378990069,0.99447233823876,-4.55965271577673
"220351_at","220351_at","NM_016557","ACKR4","51554","atypical chemokine receptor 4",0.871797877254282,3.9349741056587,1.59070032964023,0.173571862826063,0.99447233823876,-4.55965558473965
"204110_at","204110_at","U08092","HNMT","3176","histamine N-methyltransferase",1.04184387511702,3.12298418853512,1.58978472490366,0.173775348871437,0.99447233823876,-4.55971124152067
"204406_at","204406_at","NM_002019","FLT1","2321","fms related receptor tyrosine kinase 1",0.611044897928772,5.68007527628151,1.58975541334016,0.173781867028458,0.99447233823876,-4.55971302345274
"202718_at","202718_at","NM_000597","IGFBP2","3485","insulin like growth factor binding protein 2",-0.99813453019077,5.20499292986207,-1.58934820432246,0.173872445081766,0.99447233823876,-4.55973777993726
"212679_at","212679_at","AK026529","TBL2","26608","transducin beta like 2",0.443259130180216,6.17554059924031,1.58889304572217,0.17397374402677,0.99447233823876,-4.5597654539851
"221610_s_at","221610_s_at","BC000795","STAP2","55620","signal transducing adaptor family member 2",-0.951284471628195,5.00834471403938,-1.58875438361856,0.174004615889845,0.99447233823876,-4.55977388527651
"208153_s_at","208153_s_at","NM_001447","FAT2","2196","FAT atypical cadherin 2",0.644176391774796,5.17931408277961,1.58873884988203,0.174008074672597,0.99447233823876,-4.55977482981377
"208670_s_at","208670_s_at","AF274951","EID1","23741","EP300 interacting inhibitor of differentiation 1",-0.485090849596872,7.39596022472946,-1.58840072295076,0.174083379726189,0.99447233823876,-4.55979539054804
"208568_at","208568_at","NM_000529","MC2R","4158","melanocortin 2 receptor",-0.808482815862406,5.20979668949666,-1.58822885803947,0.174121668499733,0.99447233823876,-4.55980584180915
"220164_s_at","220164_s_at","NM_016298","FBXO40","51725","F-box protein 40",-0.574510713002855,9.35351595497288,-1.58821698130972,0.174124314753598,0.99447233823876,-4.55980656405741
"211270_x_at","211270_x_at","BC002397","PTBP1","5725","polypyrimidine tract binding protein 1",0.532338913042296,7.28373558405793,1.58816004242322,0.174137001856868,0.99447233823876,-4.559810026652
"203717_at","203717_at","NM_001935","DPP4","1803","dipeptidyl peptidase 4",0.582567048605521,5.59596458713901,1.58813549772832,0.174142471178847,0.99447233823876,-4.55981151928805
"219994_at","219994_at","NM_019043","APBB1IP","54518","amyloid beta precursor protein binding family B member 1 interacting protein",0.802241136087768,4.96316294037189,1.58810700862672,0.174148819650026,0.99447233823876,-4.5598132518046
"206793_at","206793_at","NM_002686","PNMT","5409","phenylethanolamine N-methyltransferase",0.832101561997223,5.70341003129957,1.58798699961135,0.17417556479757,0.99447233823876,-4.55982055006058
"202583_s_at","202583_s_at","NM_005493","RANBP9","10048","RAN binding protein 9",-0.459580504839147,8.06330695573696,-1.58795718008287,0.17418221099118,0.99447233823876,-4.55982236353999
"203631_s_at","203631_s_at","AF202640","GPRC5B","51704","G protein-coupled receptor class C group 5 member B",-0.475115278321613,6.3439021285666,-1.58776229671498,0.174225652871875,0.99447233823876,-4.55983421567487
"212975_at","212975_at","AB020677","DENND3","22898","DENN domain containing 3",0.566492381313269,6.76244272568639,1.58774676040809,0.174229116564454,0.99447233823876,-4.55983516055978
"209540_at","209540_at","AU144912","IGF1","3479","insulin like growth factor 1",0.479036678712703,6.85605835486346,1.58771618478951,0.174235933347083,0.99447233823876,-4.55983702011218
"221233_s_at","221233_s_at","NM_020819","FAM135A","57579","family with sequence similarity 135 member A",0.482518350174511,3.66448060443129,1.58771591013288,0.174235994582508,0.99447233823876,-4.55983703681634
"222063_s_at","222063_s_at","AI991484","CDS1","1040","CDP-diacylglycerol synthase 1",-0.797232305821201,4.30996904559853,-1.5875408967417,0.174275018602462,0.99447233823876,-4.5598476810297
"208408_at","208408_at","NM_002825","PTN","5764","pleiotrophin",-0.533309886740819,4.77599721121809,-1.58721896277974,0.174346825108885,0.99447233823876,-4.55986726185848
"207021_at","207021_at","NM_007009","ZPBP","11055","zona pellucida binding protein",0.516566881487627,3.92106730406448,1.58714900632471,0.174362432569838,0.99447233823876,-4.55987151695482
"216486_x_at","216486_x_at","X65232","ZNF79","7633","zinc finger protein 79",0.720676833947855,6.00115811925683,1.58714348211393,0.174363665093886,0.99447233823876,-4.55987185296712
"207398_at","207398_at","NM_000523","HOXD13","3239","homeobox D13",0.461140069474518,3.93215910046391,1.58699348788519,0.174397134064417,0.99447233823876,-4.55988097656972
"211145_x_at","211145_x_at","M12350","IFNA21","3452","interferon alpha 21",0.744451751204438,4.82719400452797,1.58684254149185,0.17443082189646,0.99447233823876,-4.5598901583701
"218620_s_at","218620_s_at","AF131220","HEMK1","51409","HemK methyltransferase family member 1",0.441900098887055,3.66223207227653,1.58665962894234,0.17447165245931,0.99447233823876,-4.55990128499252
"207379_at","207379_at","NM_005711","EDIL3","10085","EGF like repeats and discoidin domains 3",-0.791131086548187,4.18692614199605,-1.58643998988444,0.174520693740523,0.99447233823876,-4.55991464624546
"204299_at","204299_at","NM_021993","SRSF10","10772","serine and arginine rich splicing factor 10",-0.850793765379035,5.39735151524233,-1.5860227671089,0.174613889221012,0.99447233823876,-4.55994002870521
"213758_at","213758_at","AW337510","COX4I1","1327","cytochrome c oxidase subunit 4I1",-1.19782194615649,3.71315392820607,-1.58572259189159,0.174680970038678,0.99447233823876,-4.55995829170612
"209101_at","209101_at","M92934","CTGF","1490",NA,0.669608219112849,6.2590466321998,1.58563574102878,0.174700383534432,0.99447233823876,-4.5599635760185
"209850_s_at","209850_s_at","BC005406","CDC42EP2","10435","CDC42 effector protein 2",-0.651922631733995,4.35992844970719,-1.58555043407189,0.174719453998003,0.99447233823876,-4.55996876648476
"206604_at","206604_at","NM_004561","OVOL1","5017","ovo like transcriptional repressor 1",0.460666329985441,4.36109020726537,1.5855472860653,0.174720157777615,0.99447233823876,-4.55996895802563
"215919_s_at","215919_s_at","BC000200","MRPS11","64963","mitochondrial ribosomal protein S11",0.826872991056976,3.96736026852256,1.58552121063619,0.174725987401314,0.99447233823876,-4.55997054459317
"200886_s_at","200886_s_at","NM_002629","PGAM1","5223","phosphoglycerate mutase 1",-0.500425121255024,8.52775399782193,-1.58550452397201,0.17472971810113,0.99447233823876,-4.5599715599028
"203319_s_at","203319_s_at","L04282","ZNF148","7707","zinc finger protein 148",-0.46965143557822,6.69954399427467,-1.5850510487361,0.174831133344262,0.99447233823876,-4.55999915317662
"217849_s_at","217849_s_at","NM_006035","CDC42BPB","9578","CDC42 binding protein kinase beta",1.15624545823052,4.29028472283563,1.58502196632598,0.174837639318176,0.99447233823876,-4.56000092288317
"201839_s_at","201839_s_at","NM_002354","EPCAM","4072","epithelial cell adhesion molecule",-0.951067580569333,4.13286892757926,-1.58485642719159,0.174874676330577,0.99447233823876,-4.56001099637626
"211200_s_at","211200_s_at","BC002836","EFCAB2","84288","EF-hand calcium binding domain 2",0.487639065414465,5.67224732693704,1.58483935750565,0.174878495868679,0.99447233823876,-4.56001203513087
"209706_at","209706_at","AF247704","NKX3-1","4824","NK3 homeobox 1",0.449094644011033,6.74057548347335,1.58473590781175,0.17490164568545,0.99447233823876,-4.56001833051063
"214659_x_at","214659_x_at","AC007956","YLPM1","56252","YLP motif containing 1",-0.565046126739022,6.30092571412325,-1.58412591087547,0.175038211356105,0.99447233823876,-4.56005545424686
"202819_s_at","202819_s_at","NM_003198","TCEB3","6924",NA,-0.960897280591213,6.62093304760199,-1.58402068709888,0.175061779412439,0.99447233823876,-4.56006185851141
"221625_at","221625_at","AL136548","","",NA,0.530199229202146,3.73864229861711,1.58353751814736,0.175170039940835,0.99447233823876,-4.56009126750499
"222181_at","222181_at","BG105204","CNOT2","4848","CCR4-NOT transcription complex subunit 2",0.488929518037409,4.54565983801947,1.58315540017486,0.17525570538701,0.99447233823876,-4.56011452786665
"202508_s_at","202508_s_at","NM_003081","SNAP25","6616","synaptosome associated protein 25",-0.506920169462897,4.19451878602714,-1.58274517564118,0.175347717909331,0.99447233823876,-4.56013950112728
"204758_s_at","204758_s_at","NM_014807","C2CD2L","9854","C2CD2 like",-0.907115976257516,3.20265363012482,-1.58263198714023,0.17537311424202,0.99447233823876,-4.5601463920722
"203338_at","203338_at","NM_006246","PPP2R5E","5529","protein phosphatase 2 regulatory subunit B'epsilon",-0.558508528423467,7.6012809197513,-1.58232860248932,0.175441203159145,0.99447233823876,-4.56016486298027
"200965_s_at","200965_s_at","NM_006720","ABLIM1","3983","actin binding LIM protein 1",0.584685020397338,8.39050904298988,1.58232783410403,0.175441375641702,0.99447233823876,-4.56016490976315
"212221_x_at","212221_x_at","AV703259","IDS","3423","iduronate 2-sulfatase",0.475400807770055,7.82551750221621,1.58218389628521,0.175473688896008,0.99447233823876,-4.56017367349597
"220936_s_at","220936_s_at","NM_018267","H2AFJ","55766",NA,1.13827491621329,4.1307093762955,1.5821357625449,0.175484495967034,0.99447233823876,-4.56017660420156
"212981_s_at","212981_s_at","BF030508","FAM115A /// LOC100294033","9747 /// 100294033",NA,0.533952282427757,5.34470190925984,1.58196336937063,0.175523207366344,0.99447233823876,-4.56018710088874
"217143_s_at","217143_s_at","X06557","TCRDV2 /// TRDC /// TRDC /// YME1L1","10730",NA,-0.566123663564947,4.50577815483419,-1.58183399741456,0.175552263753055,0.99447233823876,-4.56019497833546
"208831_x_at","208831_x_at","D79984","SUPT6H","6830","SPT6 homolog, histone chaperone and transcription elongation factor",-1.16206013077943,5.91674092689669,-1.58161347851312,0.175601802283772,0.99447233823876,-4.56020840618232
"205984_at","205984_at","NM_001882","CRHBP","1393","corticotropin releasing hormone binding protein",-0.777098649332484,4.95027219291531,-1.5814682579241,0.175634432929645,0.99447233823876,-4.56021724928493
"202504_at","202504_at","NM_012101","TRIM29","23650","tripartite motif containing 29",0.547665958225405,6.25730427205275,1.58113205531195,0.175709999622715,0.99447233823876,-4.56023772308625
"215538_at","215538_at","BF057493","","",NA,-0.546792713086974,5.85041425903333,-1.58109428194221,0.175718491769326,0.99447233823876,-4.56024002346518
"210651_s_at","210651_s_at","L41939","EPHB2","2048","EPH receptor B2",-1.00054195649281,5.82828447419373,-1.58078758474794,0.17578745790578,0.99447233823876,-4.56025870181108
"201216_at","201216_at","NM_006817","ERP29","10961","endoplasmic reticulum protein 29",0.719408228992848,7.34650404365052,1.5807417486905,0.175797767222682,0.99447233823876,-4.56026149339809
"209478_at","209478_at","U95006","STRA13","201254",NA,0.735686208738071,6.1846440859549,1.58054993093194,0.175840916798238,0.99447233823876,-4.56027317609304
"222309_at","222309_at","AW972292","C6orf62","81688","chromosome 6 open reading frame 62",0.678280818785939,3.53373731811751,1.58045650398411,0.175861937053606,0.99447233823876,-4.56027886644013
"204305_at","204305_at","NM_005932","MIPEP","4285","mitochondrial intermediate peptidase",-0.481588126903874,7.13701947068497,-1.57943220981114,0.176092556862186,0.99447233823876,-4.56034125999297
"202262_x_at","202262_x_at","NM_013974","DDAH2","23564","dimethylarginine dimethylaminohydrolase 2",0.841220188738485,6.14685384235846,1.57922759695391,0.176138661143711,0.99447233823876,-4.56035372524598
"217563_at","217563_at","AW238724","CLOCK","9575","clock circadian regulator",-0.936223814881875,5.53280622293647,-1.57895368232465,0.176200399429905,0.99447233823876,-4.56037041323777
"202138_x_at","202138_x_at","NM_006303","AIMP2","7965","aminoacyl tRNA synthetase complex interacting multifunctional protein 2",-0.449570859634532,10.3116367384573,-1.57871745149364,0.176253661196907,0.99447233823876,-4.56038480610932
"200896_x_at","200896_x_at","NM_004494","HDGF","3068","heparin binding growth factor",0.515520574401554,9.85529835435004,1.57868522690908,0.176260927939969,0.99447233823876,-4.56038676951382
"203830_at","203830_at","NM_022344","C17orf75","64149","chromosome 17 open reading frame 75",-0.78493162228424,4.61824005122745,-1.57850052841551,0.176302583714112,0.99447233823876,-4.5603980232094
"217952_x_at","217952_x_at","BF430956","PHF3","23469","PHD finger protein 3",0.560538428187574,7.44649251753611,1.57786677834804,0.176445589597774,0.99447233823876,-4.56043664079306
"212811_x_at","212811_x_at","AI889380","SLC1A4","6509","solute carrier family 1 member 4",-0.445277346086256,8.20692552831899,-1.57765382599011,0.176493668004527,0.99447233823876,-4.5604496181419
"200750_s_at","200750_s_at","AF054183","RAN","5901","RAN, member RAS oncogene family",-0.481699120225453,9.4764884046036,-1.57699537829742,0.176642407867588,0.99447233823876,-4.56048974750453
"220286_at","220286_at","NM_017762","MTMR10","54893","myotubularin related protein 10",0.796692072494495,5.3613061772682,1.57697682007963,0.176646601859738,0.99447233823876,-4.56049087861838
"214499_s_at","214499_s_at","AF249273","BCLAF1","9774","BCL2 associated transcription factor 1",-1.01183934518648,5.82667764023876,-1.57668418891388,0.176712746868262,0.99447233823876,-4.56050871488623
"207790_at","207790_at","NM_025168","LRRC1","55227","leucine rich repeat containing 1",0.465818391541365,4.98426284347896,1.57658547464789,0.176735065290955,0.99447233823876,-4.56051473188763
"206533_at","206533_at","NM_000745","CHRNA5","1138","cholinergic receptor nicotinic alpha 5 subunit",-0.588099036271171,5.83377853695271,-1.57639154940509,0.176778918157974,0.99447233823876,-4.56052655269334
"205228_at","205228_at","NM_002898","RBMS2","5939","RNA binding motif single stranded interacting protein 2",1.03351761274893,5.39761693757656,1.57629712705012,0.176800274032873,0.99447233823876,-4.56053230841678
"208040_s_at","208040_s_at","NM_000256","MYBPC3","4607","myosin binding protein C3",-0.453217453923699,5.73854565700348,-1.57589876614133,0.176890400859523,0.99447233823876,-4.56055659256666
"206590_x_at","206590_x_at","NM_000795","DRD2","1813","dopamine receptor D2",0.462023869090467,6.43320732974415,1.57577791497325,0.176917751673719,0.99447233823876,-4.56056396005166
"222223_s_at","222223_s_at","AF216693","IL36RN","26525","interleukin 36 receptor antagonist",-0.71116742628374,5.43933379671802,-1.57560815858184,0.176956177661662,0.99447233823876,-4.56057430925619
"214714_at","214714_at","AK022360","ZNF394","84124","zinc finger protein 394",0.573048232189139,6.11972785564751,1.57544307393033,0.17699355403877,0.99447233823876,-4.56058437397961
"221346_at","221346_at","NM_012351","OR10J1","26476","olfactory receptor family 10 subfamily J member 1",0.638137315014103,6.44904710234673,1.57523350917441,0.177041012235921,0.99447233823876,-4.56059715099444
"204644_at","204644_at","AF207881","ENOX2","10495","ecto-NOX disulfide-thiol exchanger 2",-0.822734165167864,4.69065068388025,-1.5750058445521,0.177092583542829,0.99447233823876,-4.56061103214195
"201534_s_at","201534_s_at","AF044221","UBL3","5412","ubiquitin like 3",-0.570581843194503,6.0334657075485,-1.57490869719446,0.177114594170314,0.99447233823876,-4.56061695559122
"202539_s_at","202539_s_at","AL518627","HMGCR","3156","3-hydroxy-3-methylglutaryl-CoA reductase",-0.482231459381687,5.124856268504,-1.57480922683088,0.177137133910982,0.99447233823876,-4.56062302080024
"221077_at","221077_at","NM_018076","ARMC4","55130","armadillo repeat containing 4",1.05265518754585,4.51205702795754,1.57432065572816,0.177247883933764,0.99447233823876,-4.56065281316038
"204221_x_at","204221_x_at","U16307","GLIPR1","11010","GLI pathogenesis related 1",-0.846337762771999,5.3448971011823,-1.57324396473599,0.177492190539411,0.99447233823876,-4.5607184782925
"214569_at","214569_at","NM_002169","IFNA5","3442","interferon alpha 5",-0.441711482639622,5.87779101163782,-1.57310410184327,0.17752395044903,0.99447233823876,-4.56072700925298
"37996_s_at","37996_s_at","L08835","DMPK","1760","DM1 protein kinase",-0.451429454684685,7.63557690275784,-1.5728766755643,0.177575606097687,0.99447233823876,-4.5607408816545
"217388_s_at","217388_s_at","D55639","KYNU","8942","kynureninase",0.930234849562116,3.85806499658291,1.57281859873755,0.177588799539593,0.99447233823876,-4.56074442428609
"215334_at","215334_at","AB023170","EFR3B","22979","EFR3 homolog B",-0.521205309690832,5.19524463858469,-1.57263629899387,0.177630219245098,0.99447233823876,-4.56075554465914
"212360_at","212360_at","AI916249","AMPD2","271","adenosine monophosphate deaminase 2",0.553472052934732,6.27482212662167,1.57255049423589,0.177649717943211,0.99447233823876,-4.56076077892803
"215092_s_at","215092_s_at","AJ005683","NFAT5","10725","nuclear factor of activated T cells 5",0.588988447173407,3.59147439894533,1.57236916754208,0.177690930448597,0.99447233823876,-4.56077184052203
"206366_x_at","206366_x_at","U23772","XCL1","6375","X-C motif chemokine ligand 1",-0.744164312886663,4.19806935349327,-1.5717866948428,0.177823380354024,0.99447233823876,-4.56080737613945
"204976_s_at","204976_s_at","AK023637","AMMECR1","9949","AMMECR nuclear protein 1",0.467555098251652,5.46027365136511,1.5717019676891,0.177842654762695,0.99447233823876,-4.56081254552727
"211986_at","211986_at","BG287862","AHNAK","79026","AHNAK nucleoprotein",0.654610972432037,9.72312184948295,1.57154906773161,0.177877442866885,0.99447233823876,-4.56082187450167
"219531_at","219531_at","NM_018140","CEP72","55722","centrosomal protein 72",-0.820604677577792,5.45061930499016,-1.5714582793608,0.177898102386843,0.99447233823876,-4.56082741395681
"208223_s_at","208223_s_at","NM_020327","ACVR1B","91","activin A receptor type 1B",-0.74358949126219,5.01747256117655,-1.57140912317262,0.177909289201708,0.99447233823876,-4.5608304132639
"209464_at","209464_at","AB011446","AURKB","9212","aurora kinase B",0.685151314049617,4.69733541531563,1.57123920433478,0.177947964142622,0.99447233823876,-4.5608407812286
"215000_s_at","215000_s_at","AL117593","FEZ2","9637","fasciculation and elongation protein zeta 2",0.489812804616953,11.0981464591689,1.57092981890497,0.178018404083803,0.99447233823876,-4.56085965992731
"202869_at","202869_at","NM_016816","OAS1","4938","2'-5'-oligoadenylate synthetase 1",-1.06732895931346,4.48779007397812,-1.57087156289387,0.178031670705438,0.99447233823876,-4.56086321483593
"213867_x_at","213867_x_at","AA809056","ACTB","60","actin beta",0.647232840430735,10.5780854347276,1.57083248415445,0.1780405706386,0.99447233823876,-4.56086559952821
"210973_s_at","210973_s_at","M63889","FGFR1","2260","fibroblast growth factor receptor 1",-0.737555600746379,6.28302191705359,-1.57075805061383,0.178057523612673,0.99447233823876,-4.56087014171782
"206343_s_at","206343_s_at","NM_013959","NRG1","3084","neuregulin 1",0.876441080225157,3.61485098990868,1.5706052667571,0.178092326620783,0.99447233823876,-4.56087946531757
"219577_s_at","219577_s_at","NM_019112","ABCA7","10347","ATP binding cassette subfamily A member 7",0.747744074975393,5.60897078277485,1.57043796915126,0.178130443427379,0.99447233823876,-4.56088967493233
"204303_s_at","204303_s_at","NM_014772","CTIF","9811","cap binding complex dependent translation initiation factor",0.478222551515248,5.35670462281786,1.57017917966005,0.178189421401767,0.99447233823876,-4.56090546864368
"217739_s_at","217739_s_at","NM_005746","NAMPT","10135","nicotinamide phosphoribosyltransferase",-0.611813808998834,8.03069231700494,-1.57017551132646,0.178190257550918,0.99447233823876,-4.56090569252477
"219552_at","219552_at","NM_024500","SVEP1","79987","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",-0.688763397230858,2.17830431299132,-1.56955958578117,0.178330704546043,0.99447233823876,-4.56094328516723
"210348_at","210348_at","AF176379","SEPT4","5414",NA,0.513906641478289,4.60468991894827,1.5692074242608,0.178411055423498,0.99447233823876,-4.56096478114384
"206876_at","206876_at","AL121948","SIM1","6492","SIM bHLH transcription factor 1",0.491007537035191,6.88421108740399,1.56919804851898,0.178413195124696,0.99447233823876,-4.5609653534601
"215345_x_at","215345_x_at","AA310709","AK291611 /// TRGV7 /// TRGV7","",NA,-0.819132802055555,4.84272188192295,-1.5689899235609,0.178460699222354,0.99447233823876,-4.56097805813991
"202305_s_at","202305_s_at","AI685892","FEZ2","9637","fasciculation and elongation protein zeta 2",0.439270990735963,9.30961045365021,1.56858143241613,0.178553972664111,0.99447233823876,-4.56100299535996
"212104_s_at","212104_s_at","N95026","RBFOX2","23543","RNA binding fox-1 homolog 2",0.559402923135622,8.41117396778239,1.56840578805307,0.178594093422127,0.99447233823876,-4.56101371855136
"209951_s_at","209951_s_at","AW007458","MAP2K7","5609","mitogen-activated protein kinase kinase 7",-0.560700271980261,5.9225778977569,-1.5683181276661,0.17861412016013,0.99447233823876,-4.56101907040512
"32625_at","32625_at","X15357","NPR1","4881","natriuretic peptide receptor 1",0.44611685000828,5.89001356930626,1.56831564221423,0.17861468801429,0.99447233823876,-4.56101922214858
"222032_s_at","222032_s_at","BF591638","USP7","7874","ubiquitin specific peptidase 7",0.63840192997241,5.50998275275341,1.56799424433694,0.178688133130898,0.99447233823876,-4.56103884495709
"213429_at","213429_at","AW025579","BICC1","80114","BicC family RNA binding protein 1",-0.442800000569955,6.71022157836402,-1.56798731142102,0.178689717752334,0.99447233823876,-4.56103926825665
"214638_s_at","214638_s_at","AV681875","CCNT2","905","cyclin T2",1.32188605129264,5.04932530228608,1.56780578241968,0.178731213833478,0.99447233823876,-4.56105035198237
"217976_s_at","217976_s_at","NM_016141","DYNC1LI1","51143","dynein cytoplasmic 1 light intermediate chain 1",-0.452082102425158,7.39467285009732,-1.56763606079097,0.178770019414103,0.99447233823876,-4.56106071512812
"211333_s_at","211333_s_at","AF288573","FASLG","356","Fas ligand",-0.48181756481974,6.15220856342022,-1.56755710376617,0.178788075170381,0.99447233823876,-4.56106553633278
"213622_at","213622_at","AI733465","COL9A2","1298","collagen type IX alpha 2 chain",0.509170867205675,6.40708738948581,1.56743658393491,0.178815638894821,0.99447233823876,-4.56107289555011
"200752_s_at","200752_s_at","NM_005186","CAPN1","823","calpain 1",1.16767016176029,6.31905681140081,1.56677073584459,0.178967998308839,0.99447233823876,-4.56111355683001
"214156_at","214156_at","AL050090","MYRIP","25924","myosin VIIA and Rab interacting protein",-0.677910626502605,5.02193976155491,-1.56635129334463,0.179064040686327,0.99447233823876,-4.56113917354839
"204182_s_at","204182_s_at","NM_014007","ZBTB43","23099","zinc finger and BTB domain containing 43",0.472244453281349,4.56885629430818,1.56598968813871,0.179146880361512,0.99447233823876,-4.56116125960582
"214617_at","214617_at","AI445650","PRF1","5551","perforin 1",-1.08605310373176,6.21373571378059,-1.56595787234719,0.179154170803341,0.99447233823876,-4.56116320291809
"202858_at","202858_at","NM_006758","U2AF1","7307","U2 small nuclear RNA auxiliary factor 1",0.625609345796273,8.1257850947302,1.56467060486258,0.179449386905685,0.99447233823876,-4.56124183926753
"216235_s_at","216235_s_at","S81545","EDNRA","1909","endothelin receptor type A",-0.675862863271636,5.12335701659334,-1.56432630141121,0.179528428902319,0.99447233823876,-4.561262875281
"214584_x_at","214584_x_at","R99037","ACACB","32","acetyl-CoA carboxylase beta",0.564041107047586,4.72920746189826,1.56396962023563,0.179610348539085,0.99447233823876,-4.56128466899276
"220407_s_at","220407_s_at","NM_003238","TGFB2","7042","transforming growth factor beta 2",0.820550289497083,5.41524862832386,1.5639625701227,0.179611968121893,0.99447233823876,-4.56128509977927
"41553_at","41553_at","AI738702","OSGIN2","734","oxidative stress induced growth inhibitor family member 2",0.469423502153731,5.81852212804896,1.56362936780275,0.179688529184271,0.99447233823876,-4.56130546026205
"204395_s_at","204395_s_at","AI338653","GRK5","2869","G protein-coupled receptor kinase 5",-1.41892694888932,5.8517392280049,-1.56351999847439,0.179713666346098,0.99447233823876,-4.56131214360646
"215184_at","215184_at","AK026801","DAPK2","23604","death associated protein kinase 2",-0.865414868578688,4.82423519217797,-1.56333989166519,0.179755069155783,0.99447233823876,-4.56132314988129
"205696_s_at","205696_s_at","NM_005264","GFRA1","2674","GDNF family receptor alpha 1",0.503837476417308,4.16771807549937,1.56322331315148,0.179781873127185,0.99447233823876,-4.56133027416081
"221227_x_at","221227_x_at","NM_017421","COQ3","51805","coenzyme Q3, methyltransferase",-0.438979604965429,8.64376354579133,-1.56303824693261,0.179824431996851,0.99447233823876,-4.56134158414512
"207335_x_at","207335_x_at","NM_007100","ATP5I","521",NA,-0.638839910336223,10.1681509192409,-1.56298148150684,0.179837488077114,0.99447233823876,-4.56134505334001
"208701_at","208701_at","BC000373","APLP2","334","amyloid beta precursor like protein 2",0.510496009680481,5.92764217139778,1.56294377701333,0.179846160646773,0.99447233823876,-4.56134735765474
"221716_s_at","221716_s_at","AY009107","ACSBG2","81616","acyl-CoA synthetase bubblegum family member 2",-1.13205447339302,5.74153708913066,-1.56263765995936,0.179916587131972,0.99447233823876,-4.56136606664474
"220400_at","220400_at","NM_017890","VPS13B","157680","vacuolar protein sorting 13 homolog B",-0.965586238919691,4.58193634537071,-1.56232174323408,0.179989296572554,0.99447233823876,-4.56138537569842
"217109_at","217109_at","AJ242547","MUC4","4585","mucin 4, cell surface associated",-0.550046366695211,4.38647967737177,-1.56213980293557,0.180031183923559,0.99447233823876,-4.5613964965414
"213087_s_at","213087_s_at","BF690020","EEF1D","1936","eukaryotic translation elongation factor 1 delta",0.753992226275762,5.1724811139613,1.56206254323171,0.180048973996795,0.99447233823876,-4.56140121904695
