"","PROBEID","ACCNUM","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"215860_at","215860_at","AU158606","SYT12","91683","synaptotagmin 12",0.888109146496546,5.14266562330205,2.49739917141782,0.0495535744320386,0.863089853136488,-4.43566464159774
"204337_at","204337_at","AL514445","RGS4","5999","regulator of G protein signaling 4",1.07815119546729,5.65185285929072,2.49506377258994,0.0497046407845087,0.863937080687916,-4.43587244179066
"201621_at","201621_at","NM_005380","NBL1","4681","NBL1, DAN family BMP antagonist",-1.11603547025529,3.59273514291738,-2.49462303106248,0.0497332054829535,0.863937080687916,-4.43591168097897
"218474_s_at","218474_s_at","NM_018992","KCTD5","54442","potassium channel tetramerization domain containing 5",-2.26057885766688,5.29691153216342,-2.49380477069719,0.0497862838781248,0.863937080687916,-4.43598454974533
"37462_i_at","37462_i_at","L21990","SF3A2","8175","splicing factor 3a subunit 2",-1.17444692811667,6.46031095355565,-2.49370137721524,0.0497929950446166,0.863937080687916,-4.43599375904057
"206692_at","206692_at","NM_002241","KCNJ10","3766","potassium inwardly rectifying channel subfamily J member 10",1.50603071643027,4.64114806281146,2.49261107138875,0.0498638245280971,0.86433810287268,-4.43609089711246
"203911_at","203911_at","NM_002885","RAP1GAP","5909","RAP1 GTPase activating protein",1.01864544615176,7.06796242701198,2.48960313748177,0.0500597871395398,0.865637386833922,-4.43635911005844
"220029_at","220029_at","NM_017770","ELOVL2","54898","ELOVL fatty acid elongase 2",1.43107633029552,5.01196834907241,2.48920958534604,0.0500854872626257,0.865637386833922,-4.43639422733649
"208493_at","208493_at","NM_005523","HOXA11","3207","homeobox A11",0.930552873360721,3.40204939639292,2.48885378048328,0.0501087345002082,0.865637386833922,-4.43642598131066
"210414_at","210414_at","AF169675","FLRT1","23769","fibronectin leucine rich transmembrane protein 1",1.34526518852718,6.4798428740344,2.48842407008828,0.0501368258634703,0.865637386833922,-4.4364643372794
"206720_at","206720_at","NM_002410","MGAT5","4249","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase",1.09353164185478,3.29539962543644,2.48779894585166,0.0501777219926917,0.865637386833922,-4.43652014812599
"205532_s_at","205532_s_at","AU151483","CDH6","1004","cadherin 6",1.44173859590542,3.38033717295621,2.48702064254217,0.0502286889901776,0.865692171615677,-4.43658965499905
"217208_s_at","217208_s_at","AL121981","DLG1","1739","discs large MAGUK scaffold protein 1",1.82639081885499,3.67873638043423,2.4855132384322,0.0503275581802894,0.86609379091879,-4.43672433859024
"209587_at","209587_at","U70370","PITX1","5307","paired like homeodomain 1",-1.11867028964529,3.59650408510174,-2.48520777520625,0.0503476185181344,0.86609379091879,-4.43675164139995
"210754_s_at","210754_s_at","M79321","LYN","4067","LYN proto-oncogene, Src family tyrosine kinase",1.02560686125825,5.13448849605471,2.48256489290151,0.0505215382292222,0.866461403973451,-4.43698801114398
"210016_at","210016_at","BF223003","MYT1L","23040","myelin transcription factor 1 like",1.65101464721042,4.03330843221541,2.48199973409365,0.0505588126772785,0.866461403973451,-4.43703859051715
"213098_at","213098_at","AI567462","RQCD1","9125",NA,-0.943688604914782,5.16527094955822,-2.48047535845613,0.0506594976356142,0.866461403973451,-4.43717507491545
"207617_at","207617_at","NM_024005","DDX3X","1654","DEAD-box helicase 3 X-linked",1.85692599461832,3.53249205401213,2.48029144649038,0.050671659468654,0.866461403973451,-4.43719154723254
"219646_at","219646_at","NM_017702","DEF8","54849","differentially expressed in FDCP 8 homolog",-1.13160143441276,6.40050895861214,-2.48010335567908,0.0506841008646782,0.866461403973451,-4.43720839513154
"217273_at","217273_at","AL022101","PRAMEF10","343071","PRAME family member 10",1.37290996406892,4.0359867074588,2.47861630295274,0.0507825777954538,0.866461403973451,-4.43734164144292
"203212_s_at","203212_s_at","NM_016156","MTMR2","8898","myotubularin related protein 2",0.897685026234053,5.17979071794393,2.47758612872894,0.0508509185771157,0.866461403973451,-4.43743399759006
"220363_s_at","220363_s_at","NM_022086","ELMO2","63916","engulfment and cell motility 2",1.16128978383136,4.67721318386418,2.47740223191645,0.0508631284333034,0.866461403973451,-4.43745048826519
"205440_s_at","205440_s_at","NM_000909","NPY1R","4886","neuropeptide Y receptor Y1",0.99548433765611,5.48429444597266,2.4768782570786,0.0508979349723351,0.866461403973451,-4.43749748181695
"218452_at","218452_at","NM_014140","SMARCAL1","50485","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1",-1.1101851384394,4.12024213878726,-2.47608002344081,0.0509510087835683,0.866461403973451,-4.43756909230664
"206896_s_at","206896_s_at","NM_005145","GNG7","2788","G protein subunit gamma 7",-1.04858524075136,5.13465827650187,-2.47545194280567,0.0509928107738016,0.866461403973451,-4.43762545479005
"217250_s_at","217250_s_at","AL110281","CHD5","26038","chromodomain helicase DNA binding protein 5",1.32480271919392,3.81645882698148,2.47406176282492,0.0510854645166703,0.866461403973451,-4.43775025834305
"221005_s_at","221005_s_at","NM_030783","PTDSS2","81490","phosphatidylserine synthase 2",0.908296883396443,4.75517107951969,2.47387387113268,0.0510980010271736,0.866461403973451,-4.43776713184123
"212171_x_at","212171_x_at","H95344","VEGFA","7422","vascular endothelial growth factor A",0.920306203662755,7.14615152191666,2.47192053268828,0.0512285261943133,0.866461403973451,-4.43794262781455
"213751_at","213751_at","AW873594","PPP1R37","284352","protein phosphatase 1 regulatory subunit 37",1.32905182267475,4.57911648402454,2.47169608132106,0.051243547147255,0.866461403973451,-4.43796280252073
"217226_s_at","217226_s_at","M95929","SFXN3","81855","sideroflexin 3",-0.978151388390354,5.03809136144211,-2.47046692760756,0.0513258890851837,0.866461403973451,-4.43807331758368
"207862_at","207862_at","NM_006760","UPK2","7379","uroplakin 2",0.912467860292915,6.0456794290605,2.47032473653889,0.051335423672132,0.866461403973451,-4.43808610581555
"222040_at","222040_at","AI144007","HNRNPA1","3178","heterogeneous nuclear ribonucleoprotein A1",0.962955981757649,5.672086326853,2.47014384850249,0.0513475558039042,0.866461403973451,-4.43810237541942
"209895_at","209895_at","AF119855","PTPN11","5781","protein tyrosine phosphatase non-receptor type 11",0.941321719849901,6.18090321769518,2.4687194785,0.0514431949401921,0.866461403973451,-4.43823052989378
"207638_at","207638_at","NM_002772","TMPRSS15","5651","transmembrane serine protease 15",1.30067279402155,4.36180252598912,2.46854461035869,0.051454949520216,0.866461403973451,-4.4382462684498
"220780_at","220780_at","NM_015715","PLA2G3","50487","phospholipase A2 group III",1.05978823534122,4.78719231426364,2.46583662796299,0.0516373451441335,0.866461403973451,-4.43849013830373
"216837_at","216837_at","L36644","EPHA5","2044","EPH receptor A5",0.996582468500796,6.41301021894927,2.46543214665781,0.0516646480040272,0.866461403973451,-4.4385265876058
"210708_x_at","210708_x_at","AF111344","CASP10","843","caspase 10",1.5186522418093,6.56458396500929,2.46347892793424,0.0517967087656441,0.866461403973451,-4.43870268481818
"218379_at","218379_at","NM_016090","RBM7","10179","RNA binding motif protein 7",0.869313722599222,7.12410761340442,2.46307398649907,0.0518241326053803,0.866461403973451,-4.43873921102734
"212776_s_at","212776_s_at","AI978623","OBSL1","23363","obscurin like cytoskeletal adaptor 1",-1.07106836595777,5.06344003264817,-2.46176978454642,0.0519125622553501,0.866461403973451,-4.43885689299987
"222353_at","222353_at","AV720842","LIMD1","8994","LIM domains containing 1",-0.953720411738469,3.37545333555581,-2.4583444719359,0.0521455774235882,0.866461403973451,-4.43916626970725
"65588_at","65588_at","AA827892","SNHG17","388796","small nucleolar RNA host gene 17",-1.02429517610799,4.60376172590037,-2.45578843822409,0.0523201836235324,0.866461403973451,-4.43939741629819
"220660_at","220660_at","NM_021208","LINC00474","58483","long intergenic non-protein coding RNA 474",0.942399178506246,5.97508052914193,2.45432625698211,0.0524203471592305,0.866461403973451,-4.43952975296054
"212400_at","212400_at","AL043266","FAM102A","399665","family with sequence similarity 102 member A",0.930373021385326,7.27961327837378,2.45389884061091,0.0524496649430613,0.866461403973451,-4.43956845184089
"213207_s_at","213207_s_at","AW149492","GOSR2","9570","golgi SNAP receptor complex member 2",-1.3731184337602,5.1973741443358,-2.45376371806706,0.0524589370400546,0.866461403973451,-4.43958068743733
"217576_x_at","217576_x_at","BF692958","SOS2","6655","SOS Ras/Rho guanine nucleotide exchange factor 2",1.45577004997896,3.8912390103257,2.45341533318998,0.0524828512323926,0.866461403973451,-4.43961223745961
"213777_s_at","213777_s_at","AI762013","","",NA,-1.44630382001637,3.25539907137918,-2.45321942763759,0.0524963038816691,0.866461403973451,-4.4396299808076
"211782_at","211782_at","BC006170","IDS","3423","iduronate 2-sulfatase",0.893295551595222,4.62121023280645,2.45260261367451,0.0525386839001999,0.866461403973451,-4.43968585552711
"210271_at","210271_at","AB021742","NEUROD2","4761","neuronal differentiation 2",0.965539221272315,6.89520967512524,2.45192559038663,0.0525852427199698,0.866461403973451,-4.43974720062974
"211210_x_at","211210_x_at","AF100539","SH2D1A","4068","SH2 domain containing 1A",1.11139664159436,5.05401247823156,2.45189177726185,0.0525875691965616,0.866461403973451,-4.43975026488428
"205247_at","205247_at","AI743713","NOTCH4","4855","notch receptor 4",-1.09807446615942,5.98932202170906,-2.45137287296993,0.05262328561154,0.866461403973451,-4.43979729499046
"204470_at","204470_at","NM_001511","CXCL1","2919","C-X-C motif chemokine ligand 1",0.932839755081288,4.64345264263575,2.45066124484133,0.0526723092989899,0.866461403973451,-4.43986180858557
"203235_at","203235_at","NM_003249","THOP1","7064","thimet oligopeptidase 1",-1.40156560277742,5.15685716868106,-2.4505692206721,0.0526786523452756,0.866461403973451,-4.43987015253194
"210977_s_at","210977_s_at","AB029348","HSF4","3299","heat shock transcription factor 4",1.12127921329085,4.70269309598468,2.45024800318175,0.0527007996141982,0.866461403973451,-4.43989928018711
"202046_s_at","202046_s_at","NM_004491","ARHGAP35","2909","Rho GTPase activating protein 35",1.05211300952042,5.96143604839782,2.45020010493021,0.0527041029469125,0.866461403973451,-4.43990362387703
"208520_at","208520_at","NM_013938","OR10H3","26532","olfactory receptor family 10 subfamily H member 3",1.0964500256361,6.80107844738517,2.44930486570182,0.052765884257327,0.866461403973451,-4.43998482501116
"210773_s_at","210773_s_at","U81501","FPR2","2358","formyl peptide receptor 2",1.70194655538321,4.99460603916211,2.44913837759201,0.0527773822601439,0.866461403973451,-4.43999992931007
"221364_at","221364_at","NM_001510","GRID2","2895","glutamate ionotropic receptor delta type subunit 2",0.954650484663691,5.43200868438147,2.44758240644688,0.0528849697839707,0.866461403973451,-4.44014114141394
"208965_s_at","208965_s_at","BG256677","IFI16","3428","interferon gamma inducible protein 16",-0.994097706292195,4.99318879013352,-2.44660862626329,0.0529524205051335,0.866461403973451,-4.44022956252773
"219969_at","219969_at","NM_018360","TXLNG","55787","taxilin gamma",0.975570739317398,5.01297770616546,2.44656453467101,0.0529554767585517,0.866461403973451,-4.44023356696223
"202328_s_at","202328_s_at","NM_000296","LOC101930075 /// PKD1","5310 /// 101930075",NA,-0.97360863806523,7.18651099723214,-2.44580407564683,0.0530082183012392,0.866461403973451,-4.44030264383088
"215465_at","215465_at","AL080207","ABCA12","26154","ATP binding cassette subfamily A member 12",1.50497377927251,4.56081280462929,2.44552469688245,0.0530276086215289,0.866461403973451,-4.44032802680432
"219537_x_at","219537_x_at","NM_016941","DLL3","10683","delta like canonical Notch ligand 3",1.34192567678034,4.68137228588554,2.44457217262047,0.0530937754586571,0.866461403973451,-4.44041459023254
"216991_at","216991_at","BC002889","AC084219.3","",NA,-1.29391296660593,2.77882306887179,-2.44417032309879,0.053121716174173,0.866461403973451,-4.44045111958631
"210155_at","210155_at","D88214","MYOC","4653","myocilin",-1.19593549161757,7.32715139091137,-2.44416415106251,0.0531221454396669,0.866461403973451,-4.44045168069008
"202350_s_at","202350_s_at","NM_002380","LOC100506558 /// MATN2","4147 /// 100506558",NA,-1.01826718418799,5.41694013322418,-2.4433762997148,0.0531769708698319,0.866461403973451,-4.44052331637353
"205675_at","205675_at","AI623321","MTTP","4547","microsomal triglyceride transfer protein",1.23458690666723,5.83222003203976,2.44293094087273,0.0532079893806329,0.866461403973451,-4.44056382099098
"65438_at","65438_at","AA195124","TLDC1","57707",NA,1.42227406511744,4.48957805864377,2.44260970969894,0.0532303745550538,0.866461403973451,-4.44059304098265
"213449_at","213449_at","D31765","POP1","10940","POP1 homolog, ribonuclease P/MRP subunit",1.09929690082321,4.80920647563337,2.44257537089753,0.0532327680664909,0.866461403973451,-4.44059616475264
"220710_at","220710_at","NM_024970","ANP32A-IT1","80035","ANP32A intronic transcript 1",1.31680984418183,2.90699958283188,2.4407159189218,0.0533625482695966,0.866461403973451,-4.44076538280096
"200628_s_at","200628_s_at","M61715","WARS","7453",NA,-1.24767463100889,5.70219325995902,-2.4395243141982,0.0534458931197702,0.866461403973451,-4.44087389139436
"207355_at","207355_at","NM_006671","SLC1A7","6512","solute carrier family 1 member 7",1.37968710390924,4.7176326726805,2.43928767543837,0.0534624609077844,0.866461403973451,-4.44089544620567
"38157_at","38157_at","AF059252","DXO","1797","decapping exoribonuclease",-1.11611964789909,5.56042566973353,-2.43919387879709,0.0534690294033981,0.866461403973451,-4.44090399047395
"216972_at","216972_at","L13779","SPAM1","6677","sperm adhesion molecule 1",1.07146724197881,5.7034096342821,2.4383503347156,0.053528140640415,0.866461403973451,-4.44098084656968
"213202_at","213202_at","N30342","SETD1A","9739","SET domain containing 1A, histone lysine methyltransferase",0.932136986157404,5.67540971588571,2.43818530063588,0.0535397135096623,0.866461403973451,-4.44099588606989
"213190_at","213190_at","R61519","COG7","91949","component of oligomeric golgi complex 7",-1.01280022944548,5.08281708059604,-2.43804719227071,0.0535494002825647,0.866461403973451,-4.44100847261596
"215563_s_at","215563_s_at","U28055","MST1L","11223","macrophage stimulating 1 like",1.95582705897997,4.68293898822141,2.43799914702536,0.0535527705617197,0.866461403973451,-4.4410128513994
"219769_at","219769_at","NM_020238","INCENP","3619","inner centromere protein",1.09063273677903,3.48872507980186,2.4376356438327,0.0535782769060244,0.866461403973451,-4.44104598340175
"204951_at","204951_at","NM_004310","RHOH","399","ras homolog family member H",1.40224397334346,4.5542847638171,2.43680459841902,0.0536366383742471,0.866461403973451,-4.44112174861555
"214337_at","214337_at","AI621079","COPA","1314","COPI coat complex subunit alpha",-1.53722087809672,3.21342737455497,-2.43601052643562,0.0536924665005208,0.866461403973451,-4.44119416696926
"212092_at","212092_at","BE858180","PEG10","23089","paternally expressed 10",1.19580282523328,3.44875284811054,2.43569190604451,0.0537148848382861,0.866461403973451,-4.4412232313241
"220288_at","220288_at","NM_016239","MYO15A","51168","myosin XVA",1.05050834439017,6.31393611735233,2.43493553381553,0.0537681435564987,0.866461403973451,-4.44129224222357
"207830_s_at","207830_s_at","NM_002713","PPP1R8","5511","protein phosphatase 1 regulatory subunit 8",-0.974269160331459,6.10990733985107,-2.43476133914282,0.0537804171451067,0.866461403973451,-4.44130813863869
"221356_x_at","221356_x_at","NM_016318","P2RX2","22953","purinergic receptor P2X 2",1.15896319954628,4.66566901039364,2.4343636142809,0.0538084516243703,0.866461403973451,-4.44134443788313
"203886_s_at","203886_s_at","NM_001998","FBLN2","2199","fibulin 2",-1.17763249584019,4.01156102036131,-2.43183104720485,0.0539873299054833,0.866461403973451,-4.44157571600375
"214659_x_at","214659_x_at","AC007956","YLPM1","56252","YLP motif containing 1",0.867968498488382,6.75638914110736,2.4311572971801,0.0540350240935916,0.866461403973451,-4.44163728404355
"218751_s_at","218751_s_at","NM_018315","FBXW7","55294","F-box and WD repeat domain containing 7",0.938145690294728,7.55379293100349,2.42925765474129,0.0541697395274189,0.866461403973451,-4.44181096625684
"204953_at","204953_at","NM_014841","SNAP91","9892","synaptosome associated protein 91",1.08728590640205,4.34046607734996,2.42836884477981,0.0542328931266994,0.866461403973451,-4.44189227517296
"207091_at","207091_at","NM_002562","P2RX7","5027","purinergic receptor P2X 7",-1.63401369916936,3.71400190943572,-2.42748720498377,0.0542956145831332,0.866461403973451,-4.44197295712882
"202030_at","202030_at","NM_005881","BCKDK","10295","branched chain keto acid dehydrogenase kinase",-0.958983764215477,7.71596030485009,-2.42715576499776,0.0543192137635369,0.866461403973451,-4.44200329582906
"208053_at","208053_at","NM_001522","GUCY2F","2986","guanylate cyclase 2F, retinal",1.15506639314192,3.98129344194984,2.42567079235894,0.054425080668729,0.866461403973451,-4.44213927439025
"212796_s_at","212796_s_at","BF195608","TBC1D2B","23102","TBC1 domain family member 2B",1.14472524694255,6.93797804017171,2.42484170891464,0.0544842831937844,0.866461403973451,-4.44221522895483
"221431_s_at","221431_s_at","NM_030959","OR12D3","81797","olfactory receptor family 12 subfamily D member 3",0.919257214933247,6.32628529959755,2.42476891191194,0.0544894846912246,0.866461403973451,-4.44222189930258
"207714_s_at","207714_s_at","NM_004353","SERPINH1","871","serpin family H member 1",0.89383845029723,3.5796298974694,2.42423546383816,0.0545276167729304,0.866461403973451,-4.44227078484669
"208303_s_at","208303_s_at","NM_022148","CRLF2","64109","cytokine receptor like factor 2",0.878038670025999,4.65808797041981,2.42136920855188,0.0547329893003367,0.866461403973451,-4.44253363127361
"215711_s_at","215711_s_at","AJ277546","WEE1","7465","WEE1 G2 checkpoint kinase",1.00169916206484,5.68436698532289,2.42046523409366,0.0547979311063789,0.866461403973451,-4.44261659239258
"222272_x_at","222272_x_at","BG283584","SCIN","85477","scinderin",0.957893196507231,4.24240012330474,2.420435534657,0.0548000661116252,0.866461403973451,-4.44261931853562
"214647_s_at","214647_s_at","BG402460","HFE","3077","homeostatic iron regulator",1.40845678748583,5.03584683536147,2.41994140434552,0.0548356006573834,0.866461403973451,-4.4426646800885
"209748_at","209748_at","AB029006","SPAST","6683","spastin",-2.16883493217561,5.58334164956712,-2.41991694479976,0.0548373602599835,0.866461403973451,-4.44266692572951
"205438_at","205438_at","NM_007039","PTPN21","11099","protein tyrosine phosphatase non-receptor type 21",0.898949971055044,3.74719881493611,2.41986012242401,0.0548414482534603,0.866461403973451,-4.44267214270102
"215358_x_at","215358_x_at","AK026980","ZNF37BP","100129482","zinc finger protein 37B, pseudogene",1.05686320565133,4.13807723587745,2.41888956839824,0.0549113231981009,0.866461403973451,-4.44276126963491
"203289_s_at","203289_s_at","BE791629","NPRL3","8131","NPR3 like, GATOR1 complex subunit",1.07233824460981,5.47300172734018,2.41789412360745,0.0549830884029621,0.866461403973451,-4.4428527186284
"221884_at","221884_at","BE466525","MECOM","2122","MDS1 and EVI1 complex locus",-0.890093879839622,6.08710270084751,-2.41760078047828,0.0550042555671824,0.866461403973451,-4.44287967433454
"213696_s_at","213696_s_at","AA421957","MED8","112950","mediator complex subunit 8",-1.02565036434161,4.96465944494312,-2.41652570282176,0.0550819054447583,0.866461403973451,-4.44297849200691
"219121_s_at","219121_s_at","NM_017697","ESRP1","54845","epithelial splicing regulatory protein 1",1.03017168079283,3.73862260883858,2.41604816190446,0.0551164342370116,0.866461403973451,-4.44302239978628
"215518_at","215518_at","AB023223","STXBP5L","9515","syntaxin binding protein 5 like",0.950924398382054,7.04574591450981,2.41578290568244,0.0551356236273744,0.866461403973451,-4.44304679258094
"208351_s_at","208351_s_at","NM_002745","MAPK1","5594","mitogen-activated protein kinase 1",0.866652050510363,5.64900013977018,2.41512939242024,0.055182930918354,0.866461403973451,-4.44310690038868
"220379_at","220379_at","NM_020369","FSCN3","29999","fascin actin-bundling protein 3",0.929720718963783,6.55701530963707,2.41406023210661,0.0552604195326403,0.866461403973451,-4.44320527209649
"221459_at","221459_at","NM_003967","TAAR5","9038","trace amine associated receptor 5",0.890505203891379,4.29111107683441,2.41298251043106,0.0553386455897314,0.866461403973451,-4.44330447445033
"216611_s_at","216611_s_at","AB022847","SLC6A2","6530","solute carrier family 6 member 2",1.05987626455942,4.27395965286107,2.41296204838633,0.0553401319571638,0.866461403973451,-4.44330635836189
"210876_at","210876_at","M62896","ANXA2P1","303","annexin A2 pseudogene 1",1.42902352412614,4.43176092955579,2.412364484924,0.0553835577991025,0.866461403973451,-4.44336138203775
"219114_at","219114_at","NM_016210","C3orf18","51161","chromosome 3 open reading frame 18",-1.12917169439213,6.23088377108512,-2.41213898150885,0.0553999548759054,0.866461403973451,-4.4433821498479
"219434_at","219434_at","NM_018643","TREM1","54210","triggering receptor expressed on myeloid cells 1",1.1993820534204,5.07506944504638,2.41166625398567,0.0554343451412208,0.866461403973451,-4.44342569196619
"207823_s_at","207823_s_at","NM_004847","AIF1","199","allograft inflammatory factor 1",1.4894019816364,5.45224687764225,2.41061990621964,0.0555105461078156,0.866461403973451,-4.44352209874601
"213096_at","213096_at","T51252","TMCC2","9911","transmembrane and coiled-coil domain family 2",1.01877467173779,6.67686096118959,2.41034491570701,0.0555305909212924,0.866461403973451,-4.4435474421395
"210742_at","210742_at","AF064103","CDC14A","8556","cell division cycle 14A",0.991480300105616,4.57323938979363,2.40946586180433,0.0555947191322577,0.866461403973451,-4.44362847542321
"213337_s_at","213337_s_at","AA877218","SOCS1","8651","suppressor of cytokine signaling 1",1.77714356909124,5.52549097624761,2.40792975613905,0.0557069689759505,0.866461403973451,-4.4437701461266
"215800_at","215800_at","AL137592","DUOX1","53905","dual oxidase 1",1.63418072035551,5.7726301433661,2.40757559670594,0.0557328830387795,0.866461403973451,-4.44380282167311
"203254_s_at","203254_s_at","NM_006289","TLN1","7094","talin 1",-1.4908804581992,5.36311988927725,-2.40747272059215,0.0557404129450324,0.866461403973451,-4.44381231412711
"213858_at","213858_at","BE350026","ZNF250","58500","zinc finger protein 250",-1.14411515942424,5.37190638465372,-2.40742948909312,0.0557435775502187,0.866461403973451,-4.4438163032462
"215765_at","215765_at","AK024051","LRRC41","10489","leucine rich repeat containing 41",0.990478981979253,6.12086732155003,2.40713285141574,0.0557652969802072,0.866461403973451,-4.44384367689497
"207502_at","207502_at","NM_007102","GUCA2B","2981","guanylate cyclase activator 2B",2.07950412326128,3.37839117325564,2.4070741195885,0.0557695983143358,0.866461403973451,-4.44384909704007
"217550_at","217550_at","AA576497","ATF6","22926","activating transcription factor 6",0.861849197256238,5.40077556874059,2.40650430347202,0.0558113481383208,0.866461403973451,-4.44390168992475
"201825_s_at","201825_s_at","AL572542","SCCPDH","51097","saccharopine dehydrogenase (putative)",-1.19532934025974,6.80777194080113,-2.40469756829653,0.0559439451802075,0.866461403973451,-4.44406852760118
"211057_at","211057_at","BC006374","ROR1","4919","receptor tyrosine kinase like orphan receptor 1",1.10484141659736,3.33491915488256,2.40422628833411,0.0559785875582006,0.866461403973451,-4.44411206648371
"215580_at","215580_at","AK022303","MCM3AP","8888","minichromosome maintenance complex component 3 associated protein",0.925086717207924,4.47764818629582,2.40420406183498,0.055980221923556,0.866461403973451,-4.44411412006734
"208650_s_at","208650_s_at","BG327863","CD24","100133941","CD24 molecule",0.874176380651177,4.37800862425176,2.40410248983434,0.0559876913896903,0.866461403973451,-4.44412350489126
"207857_at","207857_at","NM_006866","LILRA2","11027","leukocyte immunoglobulin like receptor A2",-1.04816777386388,4.70996971642882,-2.40253791596484,0.056102881717947,0.866461403973451,-4.44426811325692
"211657_at","211657_at","M18728","CEACAM6","4680","CEA cell adhesion molecule 6",0.944828694199266,7.38852227607767,2.40240021637365,0.0561130317577993,0.866461403973451,-4.44428084471996
"221024_s_at","221024_s_at","NM_030777","SLC2A10","81031","solute carrier family 2 member 10",1.59584027779584,4.46367383630182,2.40237693098393,0.0561147483507844,0.866461403973451,-4.44428299771584
"214444_s_at","214444_s_at","NM_006505","PVR","5817","PVR cell adhesion molecule",0.960261248816178,4.92627274284808,2.40235812465449,0.0561161347892604,0.866461403973451,-4.44428473658695
"208349_at","208349_at","NM_007332","TRPA1","8989","transient receptor potential cation channel subfamily A member 1",1.0631682022038,6.3409571439704,2.40223466735976,0.056125237198967,0.866461403973451,-4.44429615202289
"209989_at","209989_at","AF317549","ZNF268","10795","zinc finger protein 268",-1.134558797307,4.1999315032209,-2.40147022747765,0.0561816336438511,0.866461403973451,-4.44436684827895
"206728_at","206728_at","NM_014693","ECE2","9718","endothelin converting enzyme 2",1.11044577664059,5.46901704398583,2.40049463318711,0.056253695314663,0.866461403973451,-4.44445710381192
"206806_at","206806_at","NM_004717","DGKI","9162","diacylglycerol kinase iota",1.18360480604141,4.69041853933926,2.40032870363201,0.0562659613528202,0.866461403973451,-4.4444724580297
"208309_s_at","208309_s_at","NM_006785","MALT1","10892","MALT1 paracaspase",0.875578499220986,4.53162234194475,2.39864021237056,0.0563909414277552,0.866461403973451,-4.44462875988188
"215932_at","215932_at","AL031073","MAGEC2","51438","MAGE family member C2",0.875795907221572,5.464831710444,2.39787292616361,0.0564478323011007,0.866461403973451,-4.44469982169479
"215322_at","215322_at","AL080190","LONRF1","91694","LON peptidase N-terminal domain and ring finger 1",0.947553597494355,6.98291065095292,2.39548765691131,0.0566250785436013,0.866461403973451,-4.44492087158859
"210202_s_at","210202_s_at","U87558","BIN1","274","bridging integrator 1",-1.04658074657971,9.15793759551101,-2.3942830119896,0.0567148183570667,0.866461403973451,-4.44503258974077
"216632_at","216632_at","AL080104","NAV3","89795","neuron navigator 3",-0.918075811242814,3.30404716771512,-2.39428057295741,0.0567150002052488,0.866461403973451,-4.44503281598994
"219924_s_at","219924_s_at","NM_007167","ZMYM6","9204","zinc finger MYM-type containing 6",1.30489143024005,6.21854920135274,2.39364660474773,0.0567622882722908,0.866461403973451,-4.44509163154247
"206901_at","206901_at","NM_024323","C19orf57","79173",NA,-0.913579613751039,6.75197836496235,-2.39359881470839,0.0567658546539584,0.866461403973451,-4.44509606580342
"222377_at","222377_at","AI674138","TBX10","347853","T-box transcription factor 10",1.06135517217275,5.39723095513096,2.39157654478604,0.056916986606119,0.866461403973451,-4.44528378234656
"219777_at","219777_at","NM_024711","GIMAP6","474344","GTPase, IMAP family member 6",-1.2346546891043,6.04995894079007,-2.39123217086956,0.0569427654627923,0.866461403973451,-4.44531576384948
"215809_at","215809_at","X16866","CYP2D6","1565","cytochrome P450 family 2 subfamily D member 6",-1.30287242551444,5.87132798089584,-2.39119129057221,0.0569458264679348,0.866461403973451,-4.44531956063493
"212702_s_at","212702_s_at","N45111","BICD2","23299","BICD cargo adaptor 2",-1.59275419646357,6.61441808421364,-2.39107363393335,0.0569546372496087,0.866461403973451,-4.44533048842111
"215458_s_at","215458_s_at","AF199364","SMURF1","57154","SMAD specific E3 ubiquitin protein ligase 1",1.07745146353151,4.83364266297737,2.39104670991867,0.0569566536723396,0.866461403973451,-4.44533298915857
"213905_x_at","213905_x_at","AA845258","BGN","633","biglycan",-1.1611544183909,6.02346022147927,-2.39058830044501,0.0569909969915577,0.866461403973451,-4.44537557094961
"215704_at","215704_at","AL356504","FLG","2312","filaggrin",0.922291105265522,3.66944449731013,2.39045353752632,0.0570010973930085,0.866461403973451,-4.44538809059842
"218469_at","218469_at","NM_013372","GREM1","26585","gremlin 1, DAN family BMP antagonist",0.948985712534292,5.81066705136138,2.39044413479358,0.0570018021931085,0.866461403973451,-4.44538896414953
"204775_at","204775_at","NM_005441","CHAF1B","8208","chromatin assembly factor 1 subunit B",-1.17018974300043,5.78231667612237,-2.38917996545536,0.0570966446251502,0.866461403973451,-4.44550644032724
"214128_at","214128_at","AB014559","DAGLA","747","diacylglycerol lipase alpha",1.02602868361241,4.60189826699248,2.38857989712226,0.0571417223924978,0.866461403973451,-4.44556222394818
"204887_s_at","204887_s_at","NM_014264","PLK4","10733","polo like kinase 4",0.935040315746352,4.13355033422709,2.38851063750424,0.0571469276758327,0.866461403973451,-4.44556866332781
"214109_at","214109_at","AI659561","LRBA","987","LPS responsive beige-like anchor protein",0.884714300565848,7.22455617721031,2.38636972080863,0.0573080787611639,0.866461403973451,-4.44576780171219
