"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"213131_at","213131_at","OLFM1","10439","olfactomedin 1",-30.5653151914063,137.655745215983,-3.07548608269082,0.0542407476777315,0.887537653449017,-4.59506534873979
"203697_at","203697_at","FRZB","2487","frizzled related protein",-223.990137676107,251.602287322428,-3.07487795796725,0.054266659075822,0.887537653449017,-4.59506535648445
"214888_at","214888_at","CAPN2","824","calpain 2",82.4720052939453,161.331771893392,3.07290175550603,0.0543509700778198,0.887537653449017,-4.59506538167354
"200021_at","200021_at","CFL1","1072","cofilin 1",-846.73046885677,1985.07535801953,-3.06917809834772,0.0545102812505375,0.887537653449017,-4.59506542922572
"218149_s_at","218149_s_at","ZNF395","55893","zinc finger protein 395",-60.7417526385091,152.454298648193,-3.06862506386442,0.0545339920879492,0.887537653449017,-4.59506543629814
"220275_at","220275_at","CUZD1","50624","CUB and zona pellucida like domains 1",39.369377226888,80.9259707586263,3.06766480197638,0.054575193247998,0.887537653449017,-4.59506544858449
"205801_s_at","205801_s_at","RASGRP3","25780","RAS guanyl releasing protein 3",-75.7429592059733,153.450007823771,-3.06680947790437,0.0546119249022211,0.887537653449017,-4.59506545953477
"215265_at","215265_at","","",NA,70.9504337729085,75.6998650442098,3.0661853694202,0.0546387466913904,0.887537653449017,-4.59506546752883
"222137_at","222137_at","CC2D1A","54862","coiled-coil and C2 domain containing 1A",31.5603025602112,42.1413867397512,3.06510823245671,0.0546850768923524,0.887537653449017,-4.59506548133341
"204176_at","204176_at","KLHL20","27252","kelch like family member 20",42.477144965983,116.909369195231,3.06422698057108,0.0547230183671854,0.887537653449017,-4.59506549263485
"213281_at","213281_at","JUN","3725","Jun proto-oncogene, AP-1 transcription factor subunit",88.5291925092773,164.04389567277,3.06353930651033,0.0547526485297379,0.887537653449017,-4.59506550145838
"214109_at","214109_at","LRBA","987","LPS responsive beige-like anchor protein",102.525850840658,162.378930364176,3.05851518667228,0.0549697386447688,0.887537653449017,-4.59506556604489
"211106_at","211106_at","SUPT3H","8464","SPT3 homolog, SAGA and STAGA complex component",80.8861439397786,94.2830454195963,3.05785727384156,0.0549982468738002,0.887537653449017,-4.59506557451849
"211825_s_at","211825_s_at","FLI1","2313","Fli-1 proto-oncogene, ETS transcription factor",-33.6186459241537,91.309522659668,-3.05773892764551,0.0550033769428943,0.887537653449017,-4.59506557604313
"206607_at","206607_at","CBL","867","Cbl proto-oncogene",92.2453497707519,86.7243785291748,3.05773444345261,0.0550035713354501,0.887537653449017,-4.5950655761009
"208907_s_at","208907_s_at","MRPS18B","28973","mitochondrial ribosomal protein S18B",-116.316126646484,262.043571401693,-3.05736739771877,0.0550194859262915,0.887537653449017,-4.59506558083026
"217951_s_at","217951_s_at","PHF3","23469","PHD finger protein 3",50.4625766091308,80.4262307789307,3.05636488331394,0.0550629830640487,0.887537653449017,-4.59506559375347
"219758_at","219758_at","TTC26","79989","tetratricopeptide repeat domain 26",40.4071027055257,41.2110453255412,3.05624591992499,0.0550681475219815,0.887537653449017,-4.59506559528757
"213141_at","213141_at","PSKH1","5681","protein serine kinase H1",49.6353276031901,133.749299340332,3.05575206936051,0.0550895931556522,0.887537653449017,-4.59506560165736
"208334_at","208334_at","NDST4","64579","N-deacetylase and N-sulfotransferase 4",28.5597751208496,64.8786615167236,3.05339624988163,0.0551920400798162,0.887537653449017,-4.59506563207195
"201674_s_at","201674_s_at","AKAP1","8165","A-kinase anchoring protein 1",-272.178100433594,827.375813878255,-3.05296000234459,0.0552110373417114,0.887537653449017,-4.59506563770929
"207569_at","207569_at","ROS1","6098","ROS proto-oncogene 1, receptor tyrosine kinase",40.3266193850912,50.9326654664714,3.05295413420268,0.0552112929375858,0.887537653449017,-4.59506563778514
"217704_x_at","217704_x_at","","",NA,29.1564815789388,67.4687182878418,3.05280988050549,0.0552175765952465,0.887537653449017,-4.5950656396496
"204124_at","204124_at","SLC34A2","10568","solute carrier family 34 member 2",72.5029433835245,74.4748797550151,3.05265175254868,0.0552244656454031,0.887537653449017,-4.5950656416936
"200944_s_at","200944_s_at","HMGN1 /// LOC101927733","3150 /// 101927733",NA,149.979655082031,525.986043361328,3.05250191781491,0.0552309943875316,0.887537653449017,-4.59506564363059
"209439_s_at","209439_s_at","PHKA2","5256","phosphorylase kinase regulatory subunit alpha 2",-42.3158333993734,82.4712311478068,-3.05033637766571,0.0553254618132002,0.887537653449017,-4.59506567164716
"210955_at","210955_at","CASP10","843","caspase 10",125.965197280273,101.284804043783,3.04950217092472,0.0553619066271947,0.887537653449017,-4.59506568245041
"219572_at","219572_at","CADPS2","93664","calcium dependent secretion activator 2",31.4822438780925,90.9202804676921,3.04878013885113,0.0553934751223591,0.887537653449017,-4.5950656918058
"216249_at","216249_at","","",NA,39.9851397827555,37.4739331878866,3.04843693960653,0.0554084883225172,0.887537653449017,-4.59506569625421
"218592_s_at","218592_s_at","CECR5","27440",NA,-144.567535531901,465.46145114681,-3.04818065808499,0.0554197026555228,0.887537653449017,-4.59506569957669
"205247_at","205247_at","NOTCH4","4855","notch receptor 4",-44.6290347342122,70.7181262689616,-3.04810628042079,0.0554229577976621,0.887537653449017,-4.59506570054104
"217946_s_at","217946_s_at","SAE1","10055","SUMO1 activating enzyme subunit 1",72.5720365940756,176.643419826986,3.04716505052641,0.0554641715411695,0.887537653449017,-4.59506571274876
"210776_x_at","210776_x_at","TCF3","6929","transcription factor 3",-32.7525043555908,49.7961301769409,-3.04495719395241,0.0555609984768469,0.887537653449017,-4.59506574141454
"207134_x_at","207134_x_at","TPSB2","64499","tryptase beta 2",-29.6589356092123,120.111320464437,-3.04489347866284,0.0555637959035607,0.887537653449017,-4.59506574224241
"203250_at","203250_at","SCAF8","22828","SR-related CTD associated factor 8",49.6252925187174,182.11777372111,3.04480666653368,0.0555676076844355,0.887537653449017,-4.59506574337045
"213563_s_at","213563_s_at","TUBGCP2","10844","tubulin gamma complex associated protein 2",45.4756886282349,35.4706912099711,3.0421406846281,0.0556848268411508,0.887537653449017,-4.59506577804381
"218142_s_at","218142_s_at","CRBN","51185","cereblon",87.4911194791667,236.658004807943,3.03921536323373,0.0558138065459481,0.887537653449017,-4.5950658161608
"209272_at","209272_at","NAB1","4664","NGFI-A binding protein 1",46.4490583754883,121.235945305094,3.03918770851288,0.0558150276544257,0.887537653449017,-4.59506581652149
"35671_at","35671_at","GTF3C1","2975","general transcription factor IIIC subunit 1",-41.1873373665363,279.178405698242,-3.03555322498086,0.0559758026789954,0.887537653449017,-4.59506586398302
"211471_s_at","211471_s_at","RAB36","9609","RAB36, member RAS oncogene family",103.818143116699,131.166103316976,3.03548525166746,0.0559788150858725,0.887537653449017,-4.59506586487175
"216661_x_at","216661_x_at","CYP2C9","1559","cytochrome P450 family 2 subfamily C member 9",129.462347635498,149.915005350545,3.03414998091785,0.0560380322593004,0.887537653449017,-4.59506588233821
"210968_s_at","210968_s_at","RTN4","57142","reticulon 4",-940.960042390625,5112.37837724219,-3.03339821043122,0.0560714067361472,0.887537653449017,-4.59506589217881
"220830_at","220830_at","IMPG2","50939","interphotoreceptor matrix proteoglycan 2",29.9549263064372,32.9276502005412,3.03159283115778,0.0561516576995246,0.887537653449017,-4.59506591583115
"220684_at","220684_at","TBX21","30009","T-box transcription factor 21",36.4217377884115,110.417193153646,3.03145290641371,0.0561578835212122,0.887537653449017,-4.59506591766549
"208727_s_at","208727_s_at","CDC42","998","cell division cycle 42",-229.414044780762,378.45556000708,-3.03051785237904,0.0561995101498548,0.887537653449017,-4.59506592992796
"213213_at","213213_at","DIDO1","11083","death inducer-obliterator 1",52.6479290374349,138.59291084847,3.02853412403797,0.0562879499575044,0.887537653449017,-4.59506595596819
"212607_at","212607_at","AKT3","10000","AKT serine/threonine kinase 3",60.6439464427083,181.410280919922,3.02835649809203,0.056295877512527,0.887537653449017,-4.59506595830155
"213639_s_at","213639_s_at","ZNF500","26048","zinc finger protein 500",-49.9755542072754,91.1246140503337,-3.02708160287982,0.0563528180434591,0.887537653449017,-4.5950659750571
"211036_x_at","211036_x_at","ANAPC5","51433","anaphase promoting complex subunit 5",-185.074503606771,802.051534003906,-3.02652438465364,0.0563777277483258,0.887537653449017,-4.59506598238491
"205455_at","205455_at","MST1R","4486","macrophage stimulating 1 receptor",45.2114702857259,90.7794195809326,3.02612326577848,0.0563956677992008,0.887537653449017,-4.59506598766158
"221015_s_at","221015_s_at","CDADC1","81602","cytidine and dCMP deaminase domain containing 1",44.2172615461833,65.7579946087443,3.02332694215405,0.056520932859119,0.887537653449017,-4.59506602448603
"204965_at","204965_at","GC","2638","GC vitamin D binding protein",34.8502554066569,26.4787413660482,3.02303951007957,0.0565338285599823,0.887537653449017,-4.59506602827507
"214172_x_at","214172_x_at","RYK","6259","receptor like tyrosine kinase",38.4948121347656,107.319015564453,3.02204928705605,0.0565782834265779,0.887537653449017,-4.59506604133412
"220304_s_at","220304_s_at","CNGB3","54714","cyclic nucleotide gated channel subunit beta 3",35.8554765167643,136.871201901774,3.02042377631667,0.0566513539878932,0.887537653449017,-4.59506606279
"214694_at","214694_at","MPRIP","23164","myosin phosphatase Rho interacting protein",48.0895334433594,138.983314491862,3.01904984495566,0.0567132078918654,0.887537653449017,-4.59506608094326
"206761_at","206761_at","CD96","10225","CD96 molecule",29.1300581149699,41.6117899344584,3.01864753076853,0.0567313359837002,0.887537653449017,-4.59506608626204
"201684_s_at","201684_s_at","TOX4","9878","TOX high mobility group box family member 4",154.811238725911,298.003987689779,3.01849856240453,0.0567380502753135,0.887537653449017,-4.59506608823183
"216639_at","216639_at","SRPX2","27286","sushi repeat containing protein X-linked 2",26.9129493070068,34.2520227746379,3.01846310393017,0.0567396486041871,0.887537653449017,-4.59506608870072
"210040_at","210040_at","SLC12A5","57468","solute carrier family 12 member 5",129.415611130371,137.295429161377,3.01802875716756,0.0567592318402522,0.887537653449017,-4.59506609444528
"217334_at","217334_at","OR2J3","442186","olfactory receptor family 2 subfamily J member 3",25.6577160067545,36.2765381588135,3.01693011148413,0.0568088039774134,0.887537653449017,-4.59506610898311
"202083_s_at","202083_s_at","SEC14L1","6397","SEC14 like lipid binding 1",-43.4831812483114,38.5131993640442,-3.01600159859281,0.0568507419213641,0.887537653449017,-4.59506612127795
"218077_s_at","218077_s_at","ZDHHC3","51304","zinc finger DHHC-type palmitoyltransferase 3",51.8472335066325,62.2546568178101,3.01579095551962,0.0568602614010345,0.887537653449017,-4.59506612406822
"202437_s_at","202437_s_at","CYP1B1","1545","cytochrome P450 family 1 subfamily B member 1",35.0872898552653,57.212344192159,3.01514768019241,0.056889344989124,0.887537653449017,-4.59506613259175
"206252_s_at","206252_s_at","AVPR1A","552","arginine vasopressin receptor 1A",-25.5137620759684,31.7963505192261,-3.01286280549357,0.0569927992176746,0.887537653449017,-4.59506616289634
"208004_at","208004_at","PROL1","58503",NA,66.2854994969075,118.727507235433,3.0116586775755,0.0570474145820786,0.887537653449017,-4.5950661788854
"220755_s_at","220755_s_at","C6orf48","50854",NA,-106.027491106445,345.617134166829,-3.01123731658169,0.0570665416764764,0.887537653449017,-4.59506618448349
"203265_s_at","203265_s_at","MAP2K4","6416","mitogen-activated protein kinase kinase 4",35.2196743915202,82.1026464914144,3.00861448945137,0.0571857824385862,0.887537653449017,-4.59506621936498
"213439_x_at","213439_x_at","RUNDC3A","10900","RUN domain containing 3A",54.3036867510579,87.0475559101156,3.00841504316817,0.0571948625914519,0.887537653449017,-4.59506622201995
"218198_at","218198_at","DHX32","55760","DEAH-box helicase 32 (putative)",41.5460002187498,448.428009061198,3.00764327470846,0.0572300158011535,0.887537653449017,-4.59506623229682
"205672_at","205672_at","XPA","7507","XPA, DNA damage recognition and repair factor",60.1774852340495,201.937299135579,3.00666415207734,0.0572746528020659,0.887537653449017,-4.59506624534242
"204743_at","204743_at","TAGLN3","29114","transgelin 3",102.623896117187,151.274441955078,3.00664608714576,0.0572754767706222,0.887537653449017,-4.59506624558319
"215162_at","215162_at","RALGAPA1","253959","Ral GTPase activating protein catalytic subunit alpha 1",54.6040190205078,101.26465853776,3.00593345534133,0.057307992846151,0.887537653449017,-4.5950662550836
"211546_x_at","211546_x_at","SNCA","6622","synuclein alpha",29.1834219660645,71.2692914985759,3.004178346021,0.057388174098092,0.887537653449017,-4.59506627850096
"202506_at","202506_at","SSFA2","6744",NA,79.9394633496095,234.815480576172,3.00134219943935,0.0575180397725443,0.887537653449017,-4.59506631639987
"202756_s_at","202756_s_at","GPC1","2817","glypican 1",-89.6404622301434,313.193984990072,-3.00066164517737,0.0575492568447229,0.887537653449017,-4.59506632550465
"212465_at","212465_at","SETD3","84193","SET domain containing 3, actin histidine methyltransferase",169.627156658854,946.943969768229,2.99919769674286,0.0576164803487151,0.887537653449017,-4.59506634510405
"205054_at","205054_at","NEB","4703","nebulin",-2212.93505859375,10088.6258951823,-2.99826602210787,0.0576593135160181,0.887537653449017,-4.5950663575873
"221475_s_at","221475_s_at","RPL15","6138","ribosomal protein L15",-819.920003411459,3302.22131339844,-2.99757762395293,0.0576909878661981,0.887537653449017,-4.59506636681595
"60474_at","60474_at","FERMT1","55612","fermitin family member 1",28.1005038144836,43.4482489686534,2.99677449001849,0.0577279689987967,0.887537653449017,-4.59506637758809
"220182_at","220182_at","SLC25A23","79085","solute carrier family 25 member 23",-38.306002390625,90.1605643767904,-2.99596326898309,0.0577653527080529,0.887537653449017,-4.59506638847455
"213480_at","213480_at","VAMP4","8674","vesicle associated membrane protein 4",44.2509408733723,287.935228940918,2.99578040418572,0.0577737839085437,0.887537653449017,-4.59506639092938
"205302_at","205302_at","IGFBP1","3484","insulin like growth factor binding protein 1",31.7836748874614,30.5591422774607,2.99534497948608,0.057793865901454,0.887537653449017,-4.59506639677585
"210671_x_at","210671_x_at","MAPK8","5599","mitogen-activated protein kinase 8",69.5808435229492,112.395557361247,2.9943706905858,0.05783883229589,0.887537653449017,-4.59506640986384
"218503_at","218503_at","FOCAD","54914","focadhesin",-25.2467271508789,116.691704987386,-2.99387517835217,0.0578617185295694,0.887537653449017,-4.5950664165235
"216994_s_at","216994_s_at","RUNX2","860","RUNX family transcription factor 2",57.8012162572835,48.8008239133504,2.9931121652382,0.0578969820518984,0.887537653449017,-4.59506642678267
"221640_s_at","221640_s_at","PIDD1","55367","p53-induced death domain protein 1",37.2739489889119,31.9200367935486,2.99277532422046,0.0579125581220474,0.887537653449017,-4.59506643131336
"210923_at","210923_at","SLC1A7","6512","solute carrier family 1 member 7",88.7630538605143,177.229994439209,2.99252388689456,0.0579241884147775,0.887537653449017,-4.59506643469599
"209932_s_at","209932_s_at","DUT","1854","deoxyuridine triphosphatase",63.8697304654948,311.391062335612,2.99229897406047,0.0579345942936055,0.887537653449017,-4.59506643772225
"210271_at","210271_at","NEUROD2","4761","neuronal differentiation 2",91.6049753956706,131.226008103923,2.99228235360425,0.0579353633532325,0.887537653449017,-4.59506643794591
"217750_s_at","217750_s_at","UBE2Z","65264","ubiquitin conjugating enzyme E2 Z",65.1830903427735,322.671933558431,2.99201436469827,0.0579477654698178,0.887537653449017,-4.59506644155241
"206794_at","206794_at","ERBB4","2066","erb-b2 receptor tyrosine kinase 4",30.434073142985,47.7962207857666,2.99137975641389,0.0579771474538098,0.887537653449017,-4.59506645009532
"219651_at","219651_at","DPPA4","55211","developmental pluripotency associated 4",38.4593131751709,29.5002794767863,2.99130719611357,0.0579805081427282,0.887537653449017,-4.59506645107234
"220811_at","220811_at","PRG3","10394","proteoglycan 3, pro eosinophil major basic protein 2",31.0115908798421,45.2211573529663,2.99085875971856,0.0580012832591764,0.887537653449017,-4.59506645711153
"205698_s_at","205698_s_at","MAP2K6","5608","mitogen-activated protein kinase kinase 6",31.1856080071615,291.429056851888,2.99044314248343,0.0580205462709112,0.887537653449017,-4.59506646271036
"221164_x_at","221164_x_at","CHST5","23563","carbohydrate sulfotransferase 5",94.5761260208333,141.148378969076,2.98980024163118,0.0580503592248737,0.887537653449017,-4.595066471374
"212192_at","212192_at","KCTD12","115207","potassium channel tetramerization domain containing 12",-121.490623373861,322.917845458252,-2.9896417314641,0.0580577126986159,0.887537653449017,-4.59506647351063
"220283_at","220283_at","HHIPL2","79802","HHIP like 2",92.0293122851562,148.756899591471,2.98903655032777,0.0580857985139359,0.887537653449017,-4.59506648167023
"202637_s_at","202637_s_at","ICAM1","3383","intercellular adhesion molecule 1",61.2239902785644,148.129742382528,2.98825250624374,0.0581222105148029,0.887537653449017,-4.59506649224631
"35265_at","35265_at","FXR2","9513","FMR1 autosomal homolog 2",-184.459681320638,321.637245114421,-2.98781455761585,0.0581425618661893,0.887537653449017,-4.59506649815627
"210797_s_at","210797_s_at","OASL","8638","2'-5'-oligoadenylate synthetase like",41.7592085532226,164.689695931071,2.98386676799897,0.0583264185464531,0.887537653449017,-4.59506655150828
"218343_s_at","218343_s_at","GTF3C3","9330","general transcription factor IIIC subunit 3",-43.7662301679687,139.321428983398,-2.98271168649618,0.0583803508959268,0.887537653449017,-4.59506656714511
"203444_s_at","203444_s_at","MTA2","9219","metastasis associated 1 family member 2",27.0707079469299,20.309490993576,2.98266942388886,0.0583823253810432,0.887537653449017,-4.59506656771747
"219561_at","219561_at","COPZ2","51226","COPI coat complex subunit zeta 2",111.730466368978,229.679729542725,2.98227271442914,0.0584008635055219,0.887537653449017,-4.59506657309082
"218647_s_at","218647_s_at","YRDC","79693","yrdC N6-threonylcarbamoyltransferase domain containing",40.5244647657878,104.14828737557,2.98205957006623,0.0584108267316025,0.887537653449017,-4.59506657597841
"220545_s_at","220545_s_at","TSKS","60385","testis specific serine kinase substrate",49.94728468514,68.7237605981852,2.98194349285171,0.0584162535446157,0.887537653449017,-4.59506657755115
"218662_s_at","218662_s_at","NCAPG","64151","non-SMC condensin I complex subunit G",42.7519030469971,47.6958475857137,2.98188015923535,0.0584192147686536,0.887537653449017,-4.59506657840931
"211223_at","211223_at","PROP1","5626","PROP paired-like homeobox 1",39.4403565526123,71.7713034848429,2.98089713886,0.0584652009730425,0.887537653449017,-4.59506659173376
"201272_at","201272_at","AKR1B1","231","aldo-keto reductase family 1 member B",-584.917236429688,1555.09761550911,-2.97976086557711,0.0585184129990482,0.887537653449017,-4.59506660714639
"91816_f_at","91816_f_at","MEX3D","399664","mex-3 RNA binding family member D",25.7655611946411,38.8993608610942,2.97963837314793,0.0585241529824146,0.887537653449017,-4.5950666088086
"212222_at","212222_at","PSME4","23198","proteasome activator subunit 4",-140.099049797526,929.054336592122,-2.97890832354989,0.0585583776813497,0.887537653449017,-4.59506661871811
"221443_x_at","221443_x_at","PRLH","51052","prolactin releasing hormone",-68.9015815021158,120.141123107992,-2.97857933118591,0.058573809033839,0.887537653449017,-4.59506662318535
"212166_at","212166_at","XPO7","23039","exportin 7",49.9543534881185,106.791161932861,2.97831286195133,0.058586311482797,0.887537653449017,-4.59506662680434
"212997_s_at","212997_s_at","TLK2","11011","tousled like kinase 2",-40.9148617179769,102.908691068909,-2.97796659238964,0.0586025630762987,0.887537653449017,-4.59506663150807
"215126_at","215126_at","LINC01314","100996492",NA,88.9797490024413,164.133640268636,2.97211782539806,0.0588779212551699,0.887537653449017,-4.59506671112241
"212008_at","212008_at","UBXN4","23190","UBX domain protein 4",67.3907980406901,138.315582329264,2.97165683273561,0.0588996935391115,0.887537653449017,-4.59506671741075
"208054_at","208054_at","HERC4","26091","HECT and RLD domain containing E3 ubiquitin protein ligase 4",26.2496769012858,36.8338177393799,2.97022602202074,0.0589673337894454,0.887537653449017,-4.59506673694057
"206393_at","206393_at","TNNI2","7136","troponin I2, fast skeletal type",-2693.91805017188,7939.60461423698,-2.96960604288074,0.0589966729614425,0.887537653449017,-4.59506674540876
"221519_at","221519_at","FBXW4","6468","F-box and WD repeat domain containing 4",-56.8769123268229,356.898284966146,-2.96857364473768,0.0590455695833127,0.887537653449017,-4.59506675951789
"204129_at","204129_at","BCL9","607","BCL9 transcription coactivator",69.9680978407593,71.5244665915832,2.96733415737308,0.0591043415165741,0.887537653449017,-4.59506677647005
"219986_s_at","219986_s_at","ACAD10","80724","acyl-CoA dehydrogenase family member 10",37.9138387545573,130.162760441732,2.96727637995483,0.0591070828973331,0.887537653449017,-4.5950667772606
"218980_at","218980_at","FHOD3","80206","formin homology 2 domain containing 3",-153.819981876302,295.693199166016,-2.9653866600785,0.0591968328493134,0.887537653449017,-4.59506680313385
"216331_at","216331_at","ITGA7","3679","integrin subunit alpha 7",-228.522226953125,481.664810188802,-2.96497817428328,0.0592162558300873,0.887537653449017,-4.59506680873096
"212408_at","212408_at","TOR1AIP1","26092","torsin 1A interacting protein 1",-336.437703441406,906.639668787109,-2.96459725932189,0.0592343750490193,0.887537653449017,-4.59506681395167
"204146_at","204146_at","RAD51AP1","10635","RAD51 associated protein 1",30.3228239850006,25.8981709398727,2.96361042622524,0.0592813486775173,0.887537653449017,-4.5950668274831
"212625_at","212625_at","STX10","8677","syntaxin 10",-63.4941290179036,155.073029281738,-2.96269378717504,0.0593250228660452,0.887537653449017,-4.59506684006003
"208874_x_at","208874_x_at","PPP2R4","5524",NA,-142.641840465169,334.390037612467,-2.96245093752545,0.0593366004368332,0.887537653449017,-4.59506684339339
"204984_at","204984_at","GPC4","2239","glypican 4",46.8436813426107,146.200311028564,2.96064338830312,0.059422862231449,0.887537653449017,-4.59506686822085
"217425_at","217425_at","MC2R","4158","melanocortin 2 receptor",39.4878717974345,30.6126074748993,2.95893047755457,0.0595047526361223,0.887537653449017,-4.59506689177611
"209494_s_at","209494_s_at","PATZ1","23598","POZ/BTB and AT hook containing zinc finger 1",108.430366651855,176.805446692627,2.95871042637787,0.0595152830333775,0.887537653449017,-4.59506689480412
"218852_at","218852_at","PPP2R3C","55012","protein phosphatase 2 regulatory subunit B''gamma",-29.5949554026693,195.154238403809,-2.95798241981391,0.0595501379284144,0.887537653449017,-4.59506690482502
"206976_s_at","206976_s_at","HSPH1","10808","heat shock protein family H (Hsp110) member 1",66.8493908245443,234.996950864746,2.95643730508482,0.0596241984269457,0.887537653449017,-4.59506692610946
"212708_at","212708_at","MSL1","339287","MSL complex subunit 1",-85.3992972311198,284.05171450293,-2.95587910476237,0.0596509824765348,0.887537653449017,-4.59506693380425
"219761_at","219761_at","CLEC1A","51267","C-type lectin domain family 1 member A",65.0877736367188,161.445803322266,2.95425804722158,0.0597288509471628,0.887537653449017,-4.59506695616682
"201770_at","201770_at","SNRPA","6626","small nuclear ribonucleoprotein polypeptide A",-99.1117935442709,160.197358436198,-2.95268479167328,0.0598045450117029,0.887537653449017,-4.59506697789316
"213353_at","213353_at","ABCA5","23461","ATP binding cassette subfamily A member 5",59.5439148984375,238.622024587891,2.94993409839605,0.059937178069337,0.887537653449017,-4.59506701593465
"200670_at","200670_at","XBP1","7494","X-box binding protein 1",90.7383957514649,173.042845438395,2.94898368523356,0.0599830907586959,0.887537653449017,-4.59506702909494
"210434_x_at","210434_x_at","JTB","10899","jumping translocation breakpoint",-359.227091307292,1604.62188728906,-2.94860880580099,0.0600012125984397,0.887537653449017,-4.59506703428816
"206918_s_at","206918_s_at","CPNE1","8904","copine 1",-53.833780764974,106.396044493001,-2.94853090352388,0.0600049792898517,0.887537653449017,-4.59506703536751
"210519_s_at","210519_s_at","NQO1","1728","NAD(P)H quinone dehydrogenase 1",52.7272694381511,232.149157180013,2.94800004594164,0.0600306549327629,0.887537653449017,-4.59506704272412
"205260_s_at","205260_s_at","ACYP1","97","acylphosphatase 1",-41.0058644659831,131.31041208667,-2.94597369048841,0.0601287889298532,0.887537653449017,-4.59506707082934
"218337_at","218337_at","FAM160B2","64760","family with sequence similarity 160 member B2",50.9065957613932,127.510729419596,2.94359977277767,0.0602440106234829,0.887537653449017,-4.5950671038037
"221402_at","221402_at","OR1F1","4992","olfactory receptor family 1 subfamily F member 1",79.8456216083985,255.873621554525,2.94346289499202,0.0602506626207183,0.887537653449017,-4.59506710570657
"222361_at","222361_at","TUBBP5","643224","tubulin beta pseudogene 5",26.5275218734538,33.5360972607829,2.94078841907404,0.0603808217388662,0.887537653449017,-4.59506714292201
"201242_s_at","201242_s_at","ATP1B1","481","ATPase Na+/K+ transporting subunit beta 1",-1155.54703792187,3488.0960285651,-2.93971935214653,0.0604329486546439,0.887537653449017,-4.59506715781676
"203216_s_at","203216_s_at","MYO6","4646","myosin VI",33.4115033264567,56.2343828735555,2.93967829072398,0.0604349519026542,0.887537653449017,-4.59506715838906
"204987_at","204987_at","ITIH2","3698","inter-alpha-trypsin inhibitor heavy chain 2",67.2575860247396,134.440235069661,2.93865804820966,0.0604847527913335,0.887537653449017,-4.59506717261391
"213677_s_at","213677_s_at","PMS1","5378","PMS1 homolog 1, mismatch repair system component",25.613662618164,242.431246388835,2.93862444548797,0.0604863939078492,0.887537653449017,-4.59506717308259
"221587_s_at","221587_s_at","C19orf24","55009",NA,45.70641084847,95.8960953371582,2.93779144389992,0.0605270945283877,0.887537653449017,-4.59506718470428
"203246_s_at","203246_s_at","NPRL2","10641","NPR2 like, GATOR1 complex subunit",-93.0643334081828,85.6610375398865,-2.93627391712327,0.0606013293422242,0.887537653449017,-4.59506720589285
"213661_at","213661_at","PAMR1","25891","peptidase domain containing associated with muscle regeneration 1",59.2537619569092,47.9464133728638,2.93360700405381,0.0607320665198352,0.887537653449017,-4.59506724318202
"218899_s_at","218899_s_at","BAALC","79870","BAALC binder of MAP3K1 and KLF4",24.4454689050293,70.4787756614176,2.93310880735845,0.0607565281948303,0.887537653449017,-4.59506725015527
"211364_at","211364_at","MTAP","4507","methylthioadenosine phosphorylase",133.034904406738,176.936339023844,2.93307768597254,0.0607580566776487,0.887537653449017,-4.59506725059096
"215136_s_at","215136_s_at","EXOSC8","11340","exosome component 8",31.8023503474935,135.653090151774,2.9321180421712,0.0608052118562083,0.887537653449017,-4.59506726402991
"208230_s_at","208230_s_at","NRG1","3084","neuregulin 1",33.5654069376627,58.5089023010254,2.93210681722936,0.0608057637007305,0.887537653449017,-4.59506726418715
"202682_s_at","202682_s_at","USP4","7375","ubiquitin specific peptidase 4",-63.6226400507813,409.202809613281,-2.9306581023793,0.0608770385672082,0.887537653449017,-4.59506728449163
"219315_s_at","219315_s_at","TMEM204","79652","transmembrane protein 204",-47.5470937633463,246.013603183431,-2.92872720008778,0.0609721990518591,0.887537653449017,-4.59506731158488
"210167_s_at","210167_s_at","TEF","7008","TEF transcription factor, PAR bZIP family member",24.7713336350504,37.3370122612508,2.92841851929393,0.060987428993275,0.887537653449017,-4.59506731591935
"218540_at","218540_at","THTPA","79178","thiamine triphosphatase",43.0057574915363,220.826802492513,2.92787571096648,0.0610142220551791,0.887537653449017,-4.5950673235436
"220958_at","220958_at","ULK4","54986","unc-51 like kinase 4",35.6647377616374,68.1913407944743,2.92659932108332,0.0610772828237305,0.887537653449017,-4.59506734148261
"220379_at","220379_at","FSCN3","29999","fascin actin-bundling protein 3",71.3537369982096,104.674302479411,2.92505813513742,0.0611535347201993,0.887537653449017,-4.59506736316366
"214648_at","214648_at","GPX5","2880","glutathione peroxidase 5",37.7539257509969,37.0867251308492,2.92492848687604,0.0611599546429246,0.887537653449017,-4.59506736498854
"44673_at","44673_at","SIGLEC1","6614","sialic acid binding Ig like lectin 1",30.2879678641968,76.5616688050435,2.92358893344513,0.0612263360440534,0.887537653449017,-4.59506738385291
"213798_s_at","213798_s_at","CAP1","10487","cyclase associated actin cytoskeleton regulatory protein 1",-151.673543415365,299.467915792318,-2.92110255799444,0.0613497871784586,0.887537653449017,-4.59506741891243
"221467_at","221467_at","MC4R","4160","melanocortin 4 receptor",48.5620219620768,57.5197894132487,2.92100028901959,0.0613548716044974,0.887537653449017,-4.59506742035574
