"","PROBEID","ACCNUM","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GI_4757807-S","GI_4757807-S","NM_001683","491","ATP2B2","ATPase plasma membrane Ca2+ transporting 2",-0.137347315073765,6.65235309807496,-2.46625181592735,0.0255135433633803,0.117465701354944,-3.7814988091576
"GI_41327699-S","GI_41327699-S","NM_198544","100526739","CENPS-CORT","CENPS-CORT readthrough",0.138325570941294,6.3523354741362,2.46611922080065,0.0255202995906158,0.117470061011118,-3.78174111981188
"GI_37549242-S","GI_37549242-S","XM_086308",NA,NA,NA,-0.147194055701714,6.23824036221777,-2.46598930613304,0.0255269208830706,0.117473797718837,-3.78197852670532
"GI_4502838-S","GI_4502838-S","NM_000081","1130","LYST","lysosomal trafficking regulator",0.14619266789458,7.07475203369721,2.4653662967356,0.0255586961100707,0.117593263718257,-3.78311694428174
"GI_31652257-S","GI_31652257-S","NM_014484","27304","MOCS3","molybdenum cofactor synthesis 3",-0.150741919707489,6.5837072628958,-2.46499149925401,0.0255778298906263,0.117636249255396,-3.78380174836936
"GI_37059766-S","GI_37059766-S","NM_153704","91147","TMEM67","transmembrane protein 67",-0.125518492497676,6.17493570483929,-2.46495539037944,0.0255796740010867,0.117636249255396,-3.78386772167719
"GI_42658496-S","GI_42658496-S","XM_380128",NA,NA,NA,-0.123942900719602,6.51297387858833,-2.46466179322162,0.0255946729324916,0.11767846324873,-3.78440412790997
"GI_4758339-S","GI_4758339-S","NM_004461","2193","FARSA","phenylalanyl-tRNA synthetase subunit alpha",-0.13943173131003,8.07780494171448,-2.4641378599106,0.0256214597075049,0.11776138415652,-3.78536129415568
"GI_29294648-A","GI_29294648-A","NM_030621","23405","DICER1","dicer 1, ribonuclease III",0.234996332535411,8.52616870500193,2.46408125324016,0.0256243553874037,0.11776138415652,-3.78546470289264
"GI_40217842-S","GI_40217842-S","NM_000095","1311","COMP","cartilage oligomeric matrix protein",0.136027410263709,6.75664901689896,2.46364092085809,0.0256468909162178,0.117838168874538,-3.7862690650499
"GI_5174484-S","GI_5174484-S","NM_006039","9902","MRC2","mannose receptor C type 2",-0.183913026249781,7.12614560923217,-2.46319283282246,0.0256698426490228,0.11785835514158,-3.78708753182959
"GI_24586660-S","GI_24586660-S","NM_006629","10778","ZNF271P","zinc finger protein 271, pseudogene",0.122630355784858,7.83398565578389,2.46318630131162,0.0256701773465764,0.11785835514158,-3.78709946166127
"GI_37655168-A","GI_37655168-A","NM_197939","84282","RNF135","ring finger protein 135",0.140556134429491,6.37201335293776,2.46313320492493,0.0256728983453707,0.11785835514158,-3.78719644193274
"GI_7661895-S","GI_7661895-S","NM_014769","9808","KIAA0087","KIAA0087 lncRNA",-0.127786735663731,6.03293147343183,-2.46310003335855,0.0256745984075298,0.11785835514158,-3.78725702917321
"GI_45505179-S","GI_45505179-S","NM_033419","93210","PGAP3","post-GPI attachment to proteins phospholipase 3",-0.129673965507483,7.77211578882111,-2.46284242754823,0.0256878044877367,0.117892213923405,-3.78772752951277
"GI_42476271-S","GI_42476271-S","NM_144631","130557","ZNF513","zinc finger protein 513",0.122384497111121,6.59476946632678,2.46239950209381,0.0257105259715054,0.117944366539486,-3.78853645523279
"GI_13375849-S","GI_13375849-S","NM_024626","79679","VTCN1","V-set domain containing T cell activation inhibitor 1",0.127793383279371,6.18982394174957,2.46237136269134,0.0257119701284837,0.117944366539486,-3.78858784482807
"GI_41203872-S","GI_41203872-S","XM_372502",NA,NA,NA,-0.125880457379353,6.20735812372918,-2.4621099891279,0.0257253878913119,0.117944366539486,-3.78906516646027
"GI_29733221-S","GI_29733221-S","XM_291311",NA,NA,NA,0.131662559084248,6.45095383586619,2.4620587452864,0.0257280193013692,0.117944366539486,-3.78915874567581
"GI_28559084-I","GI_28559084-I","NM_175859","56474","CTPS2","CTP synthase 2",-0.143917772068164,6.09946661466686,-2.46205265669708,0.0257283319719931,0.117944366539486,-3.78916986433068
"GI_16554565-I","GI_16554565-I","NM_012142","23582","CCNDBP1","cyclin D1 binding protein 1",0.137898962716274,7.09164957187622,2.46176714516669,0.0257429980443015,0.11798347594041,-3.78969123700932
"GI_31343531-S","GI_31343531-S","NM_177549","149830","PRNT","prion locus lncRNA, testis expressed",-0.146109738337035,6.27861828561819,-2.46130023516833,0.0257669992120688,0.11798347594041,-3.79054380598651
"GI_39753952-S","GI_39753952-S","NM_176814","168850","ZNF800","zinc finger protein 800",0.121451016068856,6.99966075626953,2.46129138149362,0.0257674545335432,0.11798347594041,-3.79055997196643
"GI_38045884-S","GI_38045884-S","NM_052896","114784","CSMD2","CUB and Sushi multiple domains 2",-0.15978827548054,6.40196587206522,-2.46124873299067,0.0257696479420002,0.11798347594041,-3.79063784378714
"GI_11496970-A","GI_11496970-A","NM_000832","2902","GRIN1","glutamate ionotropic receptor NMDA type subunit 1",-0.157424176941505,6.59126038637468,-2.46123363531916,0.0257704244562124,0.11798347594041,-3.79066541045917
"GI_20522237-S","GI_20522237-S","NM_000500","1589","CYP21A2","cytochrome P450 family 21 subfamily A member 2",0.171808158918002,6.20660407117236,2.46120550213099,0.0257718714815682,0.11798347594041,-3.7907167783452
"GI_11321578-S","GI_11321578-S","NM_003802","8735","MYH13","myosin heavy chain 13",-0.132107647291334,6.65448141445215,-2.46080155068155,0.0257926571410784,0.118036304242606,-3.79145431849849
"GI_18379365-S","GI_18379365-S","NM_005857","10269","ZMPSTE24","zinc metallopeptidase STE24",0.165166654925459,9.14959501114782,2.46075437336217,0.025795085725141,0.118036304242606,-3.79154045213745
"GI_39573712-S","GI_39573712-S","NM_198945","65065","NBEAL1","neurobeachin like 1",-0.140306654910382,6.37672546529579,-2.46019796445615,0.0258237447768236,0.118140711115871,-3.79255625843961
"GI_42476023-S","GI_42476023-S","NM_017736","55623","THUMPD1","THUMP domain containing 1",0.20774459729558,10.1260424310993,2.4599329335227,0.0258374063770676,0.118176474632591,-3.7930400769558
"GI_7705709-S","GI_7705709-S","NM_015936","51067","YARS2","tyrosyl-tRNA synthetase 2",0.135534766717769,7.45929118267182,2.45948600604938,0.0258604597444983,0.118255168813546,-3.79385590037197
"GI_7705458-S","GI_7705458-S","NM_016395","51495","HACD3","3-hydroxyacyl-CoA dehydratase 3",0.166110411396117,6.29081496645301,2.459155418717,0.0258775246041893,0.118306449247414,-3.79445931528179
"GI_21536280-S","GI_21536280-S","NM_019855","56344","CABP5","calcium binding protein 5",0.118807298522366,6.17262381345229,2.45882773361781,0.0258944501793178,0.118357069863469,-3.79505739863847
"GI_40807446-S","GI_40807446-S","NM_005973","5546","PRCC","proline rich mitotic checkpoint control factor",0.14968113513055,8.12398085388222,2.45864555618159,0.0259038645353057,0.118371102955529,-3.79538989001871
"GI_8923300-S","GI_8923300-S","NM_017765","54896","SLC66A1","solute carrier family 66 member 1",-0.135726534387993,6.44684121170133,-2.45854179349481,0.0259092281134054,0.118371102955529,-3.7955792622221
"GI_15619009-I","GI_15619009-I","NM_033305","23230","VPS13A","vacuolar protein sorting 13 homolog A",0.155862491190992,7.98698285477332,2.45822892436673,0.0259254069440281,0.118418263793809,-3.79615024370368
"GI_13443025-S","GI_13443025-S","NM_018015","55086","RADX","RPA1 related single stranded DNA binding protein, X-linked",0.124741809700365,6.932753420007,2.45763156001823,0.0259563239425019,0.11849838957551,-3.79724033850761
"GI_21389478-S","GI_21389478-S","NM_144645","132989","C4orf36","chromosome 4 open reading frame 36",0.146662976081468,6.19865181276164,2.4575800025154,0.0259589939728694,0.11849838957551,-3.79733441743378
"GI_37537717-S","GI_37537717-S","NM_014026","28960","DCPS","decapping enzyme, scavenger",0.162127524931083,6.75153611902385,2.45755035535812,0.0259605294406561,0.11849838957551,-3.79738851534151
"GI_37547147-S","GI_37547147-S","XM_211736",NA,NA,NA,0.129409480596908,6.33742476266451,2.4574238611522,0.0259670817194043,0.118501548058694,-3.79761932934251
"GI_22095373-S","GI_22095373-S","NM_032603","84695","LOXL3","lysyl oxidase like 3",-0.145160406642267,6.68758874164423,-2.45638395675488,0.0260210071793236,0.118720845255664,-3.79951665059406
"GI_8923451-S","GI_8923451-S","NM_017842","55652","SLC48A1","solute carrier family 48 member 1",-0.140310863930625,8.08101195795416,-2.45582835970284,0.0260498617745431,0.118825683497188,-3.80053020502757
"GI_25777611-S","GI_25777611-S","NM_002809","5709","PSMD3","proteasome 26S subunit, non-ATPase 3",-0.156855109228555,7.43127372037635,-2.45547846787911,0.0260680487436292,0.118881825359704,-3.80116844894403
"GI_10190709-S","GI_10190709-S","NM_020669",NA,NA,NA,0.15123175748361,6.21652019783475,2.45501858628343,0.0260919711446569,0.118964092111862,-3.80200726796282
"GI_37550025-S","GI_37550025-S","XM_067369",NA,NA,NA,-0.132189420263827,6.40200074026471,-2.45477440181083,0.0261046817309852,0.118995213995098,-3.80245263043846
"GI_5031766-S","GI_5031766-S","NM_005526","3297","HSF1","heat shock transcription factor 1",-0.164176359238587,8.06878564809278,-2.45402466407586,0.026143744643526,0.11914641884984,-3.80381994138087
"GI_20357511-I","GI_20357511-I","NM_138715","4481","MSR1","macrophage scavenger receptor 1",0.129926830953377,5.97360960210418,2.4537745455931,0.02615678865242,0.119179004808604,-3.80427604739857
"GI_24308016-S","GI_24308016-S","NM_015173","23216","TBC1D1","TBC1 domain family member 1",-0.161678200784953,8.27962418179902,-2.45337158601916,0.0261778164901398,0.119228080561353,-3.80501082637967
"GI_42661000-S","GI_42661000-S","XM_373654",NA,NA,NA,0.113658271910796,6.48125077284389,2.45334217197336,0.0261793520445284,0.119228080561353,-3.80506445956686
"GI_29571105-S","GI_29571105-S","NM_001720","656","BMP8B","bone morphogenetic protein 8b",0.134351684698919,6.31816081128007,2.4528632229502,0.0262043674880891,0.119315135099448,-3.80593773016694
"GI_34147533-S","GI_34147533-S","NM_138412","112724","RDH13","retinol dehydrogenase 13",0.118706273650841,6.53792508237121,2.45257213973287,0.0262195817827039,0.119334696018138,-3.80646842820112
"GI_37544669-S","GI_37544669-S","XM_353050",NA,NA,NA,-0.130610731017478,6.37344592084473,-2.45255521680792,0.0262204665648873,0.119334696018138,-3.80649928096272
"GI_4505058-S","GI_4505058-S","NM_002354","4072","EPCAM","epithelial cell adhesion molecule",0.135634151748468,6.31540419796374,2.45226073487427,0.026235867506757,0.119377920084188,-3.80703614639538
"GI_4502998-S","GI_4502998-S","NM_001869","1358","CPA2","carboxypeptidase A2",-0.138036027298739,6.31033256541098,-2.4521429804985,0.0262420282724558,0.119379089695687,-3.80725081482427
"GI_28274693-S","GI_28274693-S","NM_033315","91608","RASL10B","RAS like family 10 member B",-0.211011931897902,9.17840057502997,-2.45184561929069,0.026257591947156,0.119423024463212,-3.80779289017462
"GI_31795541-A","GI_31795541-A","NM_007370","5985","RFC5","replication factor C subunit 5",0.130993643034635,7.21325443063247,2.45034626637981,0.0263362002418648,0.119753610319485,-3.81052570924696
"GI_24476006-S","GI_24476006-S","NM_020678","57408","LRTM1","leucine rich repeats and transmembrane domains 1",0.137424051576829,6.36498403172545,2.450118612088,0.0263481552006011,0.119777574861634,-3.81094058410438
"GI_6995999-S","GI_6995999-S","NM_001662","381","ARF5","ADP ribosylation factor 5",0.208432276354339,7.4515059337817,2.45002034082801,0.0263533173710206,0.119777574861634,-3.81111966752584
"GI_21314738-S","GI_21314738-S","NM_030780","81034","SLC25A32","solute carrier family 25 member 32",0.13951289421775,6.24263309820474,2.4498997790048,0.0263596517683973,0.119779442339048,-3.81133936766317
"GI_27894320-I","GI_27894320-I","NM_173843","3557","IL1RN","interleukin 1 receptor antagonist",-0.147513095498819,6.16592250584224,-2.44959920402367,0.0263754504526271,0.119812471831026,-3.81188708602638
"GI_4758007-S","GI_4758007-S","NM_004071","1195","CLK1","CDC like kinase 1",0.222531441245108,10.4497212425726,2.44953605480722,0.0263787708121125,0.119812471831026,-3.81200215508924
"GI_39725651-S","GI_39725651-S","NM_032348","54587","MXRA8","matrix remodeling associated 8",-0.157016991889911,7.31737000694052,-2.44871532379022,0.0264219605152983,0.119963045670585,-3.81349755638378
"GI_14249503-S","GI_14249503-S","NM_032813","84899","TMTC4","transmembrane O-mannosyltransferase targeting cadherins 4",0.142584799519947,7.04436005894,2.44868063525029,0.02642378741985,0.119963045670585,-3.81356075539658
"GI_37547541-S","GI_37547541-S","XM_353277",NA,NA,NA,0.147725407776745,6.31398764811704,2.44815926464024,0.0264512603022283,0.120060815840934,-3.8145105935201
"GI_32698762-S","GI_32698762-S","NM_032590","84678","KDM2B","lysine demethylase 2B",0.133386607301726,6.33546808679324,2.44803166450451,0.02645798812717,0.120064402585167,-3.81474304344513
"GI_7661605-S","GI_7661605-S","NM_015658","26155","NOC2L","NOC2 like nucleolar associated transcriptional repressor",-0.123907291083165,7.33654142132339,-2.44782917147892,0.0264686680680546,0.120085918107277,-3.81511191548471
"GI_34303927-S","GI_34303927-S","NM_152296","478","ATP1A3","ATPase Na+/K+ transporting subunit alpha 3",-0.133935044784323,6.48092397107758,-2.44749037893942,0.0264865458800234,0.120119837896324,-3.81572904856696
"GI_37547335-S","GI_37547335-S","XM_046570",NA,NA,NA,-0.136828417832958,6.39975895217811,-2.44746235522602,0.0264880251807383,0.120119837896324,-3.81578009397226
"GI_41206449-S","GI_41206449-S","XM_372639",NA,NA,NA,-0.14568985390608,6.17099218025333,-2.44696800017681,0.0265141337908696,0.120190754993144,-3.8166805240239
"GI_32129198-S","GI_32129198-S","NM_033082","84324","SARNP","SAP domain containing ribonucleoprotein",-0.130600563781124,11.2838953954029,-2.44694117795846,0.0265155510619859,0.120190754993144,-3.81672937640933
"GI_11056035-S","GI_11056035-S","NM_015140","23170","TTLL12","tubulin tyrosine ligase like 12",-0.143214163528777,7.03432212132371,-2.44638384055854,0.0265450166906756,0.120276804713477,-3.81774442521742
"GI_4501868-S","GI_4501868-S","NM_003500","8309","ACOX2","acyl-CoA oxidase 2",-0.158483881047557,8.23043358432189,-2.44635710556254,0.026546430910254,0.120276804713477,-3.81779311373104
"GI_13128967-S","GI_13128967-S","NM_024025","78986","DUSP26","dual specificity phosphatase 26",0.140107590314759,11.9131654294628,2.44593902839359,0.0265685555065105,0.120341537124756,-3.81855446630528
"GI_21361622-S","GI_21361622-S","NM_019044","54520","CCDC93","coiled-coil domain containing 93",-0.138231396423991,6.42150118523403,-2.44585256381878,0.0265731333793672,0.120341537124756,-3.81871191833544
"GI_21361595-S","GI_21361595-S","NM_024863","79921","TCEAL4","transcription elongation factor A like 4",-0.139499782853985,10.1548668696012,-2.4456129296139,0.0265858247307654,0.120341537124756,-3.81914827978512
"GI_40316836-S","GI_40316836-S","NM_020452","57198","ATP8B2","ATPase phospholipid transporting 8B2",-0.12351569101345,6.2961755532604,-2.44552339814954,0.0265905679100281,0.120341537124756,-3.81931130720248
"GI_18490986-S","GI_18490986-S","NM_016183","51154","MRTO4","MRT4 homolog, ribosome maturation factor",-0.239208478010195,10.2499846323821,-2.44535079811503,0.0265997141390096,0.120341537124756,-3.81962558651737
"GI_6006005-S","GI_6006005-S","NM_000838","2911","GRM1","glutamate metabotropic receptor 1",0.185911148840546,6.15863175730852,2.44525748853364,0.0266046599363401,0.120341537124756,-3.81979548557622
"GI_38348413-S","GI_38348413-S","NM_198570","375567","VWC2","von Willebrand factor C domain containing 2",0.15852596344388,6.45390403798447,2.44507567898874,0.0266142991012036,0.120341537124756,-3.82012651825583
"GI_4557286-S","GI_4557286-S","NM_000029","183","AGT","angiotensinogen",0.158213123107562,8.01708971456602,2.44506659625278,0.0266147807356926,0.120341537124756,-3.82014305551617
"GI_33636747-S","GI_33636747-S","NM_025137","80208","SPG11","SPG11 vesicle trafficking associated, spatacsin",0.166015100548568,7.55707913336288,2.44504995311087,0.0266156633007713,0.120341537124756,-3.82017335820769
"GI_8922994-S","GI_8922994-S","NM_018390","55344","PLCXD1","phosphatidylinositol specific phospholipase C X domain containing 1",-0.136526736034019,6.68424697490485,-2.44491672015848,0.0266227294766462,0.120341537124756,-3.82041593642241
"GI_6715592-A","GI_6715592-A","NM_007336","9940","DLEC1","DLEC1 cilia and flagella associated protein",0.139911812958164,6.24865371339661,2.44474443851464,0.0266318692807911,0.120341537124756,-3.82072960241776
"GI_14149687-S","GI_14149687-S","NM_015449","25912","C1orf43","chromosome 1 open reading frame 43",0.140426321731161,11.3230681774845,2.4447394522756,0.026632133852593,0.120341537124756,-3.82073868051292
"GI_34147521-S","GI_34147521-S","NM_020247","56997","COQ8A","coenzyme Q8A",-0.126251021559536,12.2897914668285,-2.44408195472491,0.0266670427279479,0.120472357239016,-3.82193567008959
"GI_4557546-I","GI_4557546-I","NM_000115","1910","EDNRB","endothelin receptor type B",0.184824022377994,6.0544571476674,2.44380415496684,0.0266818051106655,0.120487857283808,-3.82244136922253
"GI_4506558-S","GI_4506558-S","NM_002940","6059","ABCE1","ATP binding cassette subfamily E member 1",0.136573064229109,7.43954762409238,2.44379313590394,0.026682390827204,0.120487857283808,-3.82246142751332
"GI_22035662-I","GI_22035662-I","NM_145727","80350","LPAL2","lipoprotein(a) like 2, pseudogene",0.1309627121308,6.29270158473182,2.44333750080679,0.0267066206943108,0.120553867077291,-3.82329079788272
"GI_38202242-S","GI_38202242-S","NM_003680","8565","YARS1","tyrosyl-tRNA synthetase 1",0.141197798572078,8.23625834431788,2.44329404807129,0.0267089325209565,0.120553867077291,-3.82336988928993
"GI_42415530-I","GI_42415530-I","NM_201564","93426","SYCE1","synaptonemal complex central element protein 1",0.142773829214478,5.9532383234407,2.44258667394287,0.0267465937651835,0.120641920207553,-3.82465734562203
"GI_40806178-I","GI_40806178-I","NM_015375","25778","DSTYK","dual serine/threonine and tyrosine protein kinase",-0.146993150139894,6.74157041669778,-2.44248804889834,0.0267518486421796,0.120641920207553,-3.82483683533889
"GI_4507284-S","GI_4507284-S","NM_003765","8677","STX10","syntaxin 10",-0.149549412449814,7.10389376230918,-2.44225840817456,0.0267640879990311,0.120641920207553,-3.82525475100007
"GI_4758485-S","GI_4758485-S","NM_004492","2958","GTF2A2","general transcription factor IIA subunit 2",-0.225491702304703,9.89853623224457,-2.4421659675191,0.0267690163827516,0.120641920207553,-3.82542297593559
"GI_34147647-S","GI_34147647-S","NM_002614","5174","PDZK1","PDZ domain containing 1",-0.135879636337541,6.62751939618637,-2.44197441810764,0.0267792313867305,0.120641920207553,-3.82577155175235
"GI_19923781-S","GI_19923781-S","NM_006669","10859","LILRB1","leukocyte immunoglobulin like receptor B1",-0.174491919659183,6.43800855713402,-2.44194687252424,0.0267807006490814,0.120641920207553,-3.82582167739791
"GI_42716281-S","GI_42716281-S","NM_013242","29105","CFAP20","cilia and flagella associated protein 20",0.137863868642893,7.89338627623188,2.44183233172394,0.0267868109941021,0.120641920207553,-3.8260301086085
"GI_29337285-A","GI_29337285-A","NM_177422","192669","AGO3","argonaute RISC catalytic component 3",0.14635443127754,6.51373523621579,2.44182642004593,0.0267871263969291,0.120641920207553,-3.82604086604213
"GI_19743916-A","GI_19743916-A","NM_130846","5801","PTPRR","protein tyrosine phosphatase receptor type R",0.147025726383084,6.90409101883165,2.44181308445921,0.0267878378967815,0.120641920207553,-3.82606513266222
"GI_34734069-S","GI_34734069-S","NM_000808","2556","GABRA3","gamma-aminobutyric acid type A receptor subunit alpha3",-0.145590708731884,6.34991632948312,-2.44180812410654,0.0267881025533808,0.120641920207553,-3.82607415894662
"GI_38348293-S","GI_38348293-S","NM_198491","339145","CIBAR2","CBY1 interacting BAR domain containing 2",-0.132752258191053,6.52650141638512,-2.44153053941492,0.0268029168592733,0.120681759477035,-3.82657926328464
"GI_23308500-S","GI_23308500-S","NM_153025","124045","SPATA33","spermatogenesis associated 33",0.131055698758241,6.46603570342616,2.44130021808644,0.0268152146693347,0.120710252855881,-3.82699834643029
"GI_4507840-S","GI_4507840-S","NM_003365","7384","UQCRC1","ubiquinol-cytochrome c reductase core protein 1",-0.130185720874108,11.490676241085,-2.44084916446257,0.0268393137571972,0.120781120272428,-3.82781901533777
"GI_37538171-S","GI_37538171-S","XM_351708",NA,NA,NA,0.116509922743949,6.42608062430749,2.44078200676017,0.0268429036399926,0.120781120272428,-3.82794119971349
"GI_18584496-S","GI_18584496-S","XM_096883",NA,NA,NA,-0.149679943638039,6.94622642363739,-2.44063760619748,0.0268506240414021,0.120788980810054,-3.82820391211832
"GI_4503122-S","GI_4503122-S","NM_001901","1490","CCN2","cellular communication network factor 2",0.306494658393053,9.77931715888136,2.44032450193163,0.0268673714323293,0.120837437218223,-3.82877352925988
"GI_19923203-S","GI_19923203-S","NM_002062","2740","GLP1R","glucagon like peptide 1 receptor",0.123605406915047,6.23410123799548,2.43985883695796,0.0268922973032853,0.120918337265514,-3.82962063498863
"GI_14277681-I","GI_14277681-I","NM_032406","56098","PCDHGC4","protocadherin gamma subfamily C, 4",-0.128439522075767,6.26285655956132,-2.43976507705067,0.0268973186796044,0.120918337265514,-3.82979118809892
"GI_4557372-S","GI_4557372-S","NM_000060",NA,NA,NA,0.128519679522467,6.88397604921466,2.43936294839159,0.0269188650180719,0.120988301740483,-3.83052264437618
"GI_29550892-I","GI_29550892-I","NM_177528","6799","SULT1A2","sulfotransferase family 1A member 2",-0.164361732587302,6.15893814455621,-2.43890028782087,0.0269436748980171,0.121072675403195,-3.83136414116434
"GI_27502404-A","GI_27502404-A","NM_172350","4179","CD46","CD46 molecule",0.214045488580194,9.20064551619399,2.43878962395168,0.0269496123826607,0.121072675403195,-3.83156540868222
"GI_29788761-S","GI_29788761-S","NM_004088","1791","DNTT","DNA nucleotidylexotransferase",-0.131171038107426,6.28038888133314,-2.43855198592701,0.0269623666358144,0.121077667455146,-3.83199759431289
"GI_22027499-S","GI_22027499-S","NM_004056","767","CA8","carbonic anhydrase 8",0.136010181832218,6.81592188772193,2.43845927602964,0.0269673440100727,0.121077667455146,-3.83216619825727
"GI_22035553-I","GI_22035553-I","NM_145689","322","APBB1","amyloid beta precursor protein binding family B member 1",-0.158771835951574,6.26684498578087,-2.43843426908068,0.026968686722614,0.121077667455146,-3.83221167588375
"GI_14916502-A","GI_14916502-A","NM_001026","6229","RPS24","ribosomal protein S24",-0.192437544937654,12.9926243128448,-2.4378930277509,0.0269977634062066,0.121177580596483,-3.83319592754285
"GI_40255259-S","GI_40255259-S","NM_017933","55022","PID1","phosphotyrosine interaction domain containing 1",0.191593354352413,7.76583413663179,2.43779697686356,0.0270029265697914,0.121177580596483,-3.83337058693841
"GI_45439323-A","GI_45439323-A","NM_020129","56891","LGALS14","galectin 14",0.112288823987583,6.40345151615078,2.43735528147991,0.0270266816914142,0.121256733794754,-3.8341737294955
"GI_41327714-S","GI_41327714-S","NM_033550","112858","TP53RK","TP53 regulating kinase",0.139533114541858,6.26704738042839,2.43715024077334,0.02703771584218,0.121256733794754,-3.83454653717838
"GI_40217816-S","GI_40217816-S","NM_052910","114798","SLITRK1","SLIT and NTRK like family member 1",-0.143978501218146,6.15481369463523,-2.43708946681363,0.027040987177298,0.121256733794754,-3.83465703456674
"GI_31341871-S","GI_31341871-S","NM_175919","100132356","LOC100132356","uncharacterized LOC100132356",-0.1508674055673,6.794035391904,-2.43702326366744,0.0270445511801761,0.121256733794754,-3.83477740177715
"GI_28461128-S","GI_28461128-S","NM_020319","57037","ANKMY2","ankyrin repeat and MYND domain containing 2",0.144700600711317,9.2637082047787,2.43673639040588,0.0270599999479559,0.121299104178146,-3.83529896381485
"GI_37549799-S","GI_37549799-S","XM_352329",NA,NA,NA,0.164075854287168,6.19202740220759,2.43635395081194,0.0270806081572443,0.121364578357189,-3.83599423277388
"GI_27484425-S","GI_27484425-S","XM_087804",NA,NA,NA,-0.147280606090233,8.31866786159975,-2.43563378780429,0.0271194552900485,0.121511745052088,-3.83730334866243
"GI_37541408-S","GI_37541408-S","XM_056254",NA,NA,NA,0.142987173979537,6.18426763511547,2.43545089947787,0.0271293290653899,0.121529056940906,-3.83763577718063
"GI_21536370-S","GI_21536370-S","NM_007110","7011","TEP1","telomerase associated protein 1",-0.24250291826643,9.50606097018392,-2.43524576908281,0.027140407690487,0.121533459582668,-3.83800862126835
"GI_4507912-S","GI_4507912-S","NM_003931","8936","WASF1","WASP family member 1",-0.134945659099388,6.51779228176497,-2.4352101394694,0.0271423324007384,0.121533459582668,-3.83807338010205
"GI_15431322-S","GI_15431322-S","NM_002282","3889","KRT83","keratin 83",0.120255461986702,6.26362523009636,2.43452296833399,0.0271794786176746,0.121672844172681,-3.83932227180077
"GI_38201662-A","GI_38201662-A","NM_198217","3621","ING1","inhibitor of growth family member 1",0.161008765016489,7.34260633795217,2.43409550418363,0.0272026101749285,0.12174944230793,-3.84009908448823
"GI_25306276-S","GI_25306276-S","NM_024996","85476","GFM1","G elongation factor mitochondrial 1",0.153697610539677,10.2852826645162,2.43359140060989,0.0272299128758842,0.121844671003154,-3.84101509448163
"GI_24432041-S","GI_24432041-S","NM_017444","54108","CHRAC1","chromatin accessibility complex subunit 1",0.131169291672562,8.60881804019549,2.4334145408253,0.0272394978986871,0.121860594471096,-3.8413364480085
"GI_6031206-S","GI_6031206-S","NM_000430","5048","PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1",0.183231563620243,10.0556301618364,2.43284626152398,0.0272703177365956,0.121971487492081,-3.84236894038328
"GI_11415035-S","GI_11415035-S","NM_021964","7707","ZNF148","zinc finger protein 148",0.230231108512132,8.6720559409466,2.43216855172173,0.027307115490139,0.122102580852047,-3.84360011689814
"GI_40255209-S","GI_40255209-S","NM_177964","130576","LYPD6B","LY6/PLAUR domain containing 6B",-0.130104039579187,6.49833031574978,-2.43208409897875,0.0273117043268785,0.122102580852047,-3.84375352936614
"GI_17865818-I","GI_17865818-I","NM_078625","55350","VNN3","vanin 3",-0.175241434571375,6.12824029234867,-2.43187501809749,0.0273230681134891,0.122126383802578,-3.84413332484631
"GI_34147524-S","GI_34147524-S","NM_031424","83541","FAM110A","family with sequence similarity 110 member A",-0.280519840442857,7.28413286816519,-2.43165529448153,0.0273350151621488,0.122152782672665,-3.84453243751329
"GI_31342258-S","GI_31342258-S","NM_175734","201243","SPEM2","SPEM family member 2",-0.150184446333873,6.23512808079246,-2.43100209060696,0.0273705610361961,0.122284603339134,-3.84571884402917
"GI_40807492-S","GI_40807492-S","NM_017943","55030","FBXO34","F-box protein 34",0.202557618926525,9.11662970596038,2.43083992050583,0.0273793927341137,0.122292944247022,-3.84601337012734
"GI_37541516-S","GI_37541516-S","XM_043069",NA,NA,NA,-0.131724191976462,7.49246278360828,-2.4307457289734,0.0273845235918359,0.122292944247022,-3.84618443264724
"GI_37542486-S","GI_37542486-S","XM_208944",NA,NA,NA,0.134962125910916,6.61151070890563,2.43049633893385,0.0273981129054996,0.122326615381344,-3.84663733931048
"GI_4557258-S","GI_4557258-S","NM_001116","115","ADCY9","adenylate cyclase 9",-0.194843263937791,9.01444614978843,-2.43009874667527,0.0274197909716191,0.122396378198038,-3.84735934777971
"GI_12056970-S","GI_12056970-S","NM_022662","64682","ANAPC1","anaphase promoting complex subunit 1",-0.168223145500324,9.07890967816401,-2.42953326309823,0.0274506509672894,0.122484485990635,-3.8483861499743
"GI_30749197-A","GI_30749197-A","NM_178226","54461","FBXW5","F-box and WD repeat domain containing 5",-0.122331833707658,9.09995884308904,-2.42951507913559,0.0274516438608159,0.122484485990635,-3.8484191665887
"GI_38045927-A","GI_38045927-A","NM_032645","5913","RAPSN","receptor associated protein of the synapse",0.160745007544058,9.32337996340819,2.42925525391225,0.0274658347289448,0.122520768597836,-3.84889091936015
"GI_7706750-S","GI_7706750-S","NM_016437","27175","TUBG2","tubulin gamma 2",-0.134209760604712,7.03077706165416,-2.42894430373055,0.0274828270025419,0.122569529073312,-3.84945546839866
